Proteome_ID	corr	a_type	c_type	c_name	code	kingdom
UP000001918	0.6008765526952665	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000008871	0.5640881923261686	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001919	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001929	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001933	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000585	0.429197537639476	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001935	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000586	0.429197537639476	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000588	0.5518254055364692	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000006810	0.2943068829527835	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000593	0.502774258377672	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000006820	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001937	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000008888	0.502774258377672	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001938	0.6376649130643645	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001944	0.3924091772703781	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000005234	0.5747755221464325	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001946	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000006821	0.6376649130643645	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000008895	0.1477885426693947	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000006833	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000008898	0.2697813093733849	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000019095	0.5267425911168253	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001947	0.5272998319570706	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001953	0.5518254055364692	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000008914	0.5840212982376264	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001955	0.4537231112188747	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000006838	0.662190486643763	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001959	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000006843	0.4905114715879726	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000008922	0.5272998319570706	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001961	0.6376649130643645	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000008937	0.571660184721104	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001962	0.6131393394849658	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000594	0.4169347508497767	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001963	0.5640881923261686	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000008963	0.2889368528122993	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001964	0.5272998319570706	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000009010	0.4388069804378433	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001968	0.502774258377672	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000009011	0.2966582402960067	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000601	0.4046719640600774	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000005317	0.4573481204563437	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000602	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000006852	0.1112468401110025	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000605	0.6008765526952665	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001973	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002703	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000009047	0.0775566734329481	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000009072	0.3310952433218815	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000006854	0.6376649130643645	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000606	0.4414603244291754	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000009073	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001976	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000609	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000009077	0.4537231112188747	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000006859	0.662190486643763	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000009080	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000006860	0.5685279621231017	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000625	0.6008765526952665	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000014227	0.3544332427806961	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002706	0.465985898008574	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000006872	0.6499276998540637	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000009081	0.6008765526952665	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001977	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000009102	0.6499276998540637	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000005395	0.465985898008574	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000628	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001978	0.3188324565321822	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000009134	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000006875	0.196204588635189	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000636	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002707	0.465985898008574	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000006889	0.1421487401418365	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000639	0.5150370451673713	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007013	0.6131393394849658	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000005436	0.6410477745379993	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007029	0.5640881923261686	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000640	0.6008765526952665	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007039	0.2943068829527835	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000644	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000009175	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007041	0.3678836036909795	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000005440	0.6131393394849658	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007065	0.4046719640600774	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007073	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000647	0.6499276998540637	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001982	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000657	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000669	0.3801463904806788	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001983	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000009232	0.4573481204563437	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002709	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000684	0.5272998319570706	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000032323	0.5640881923261686	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007076	0.5532833351724881	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000014463	0.6008765526952665	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000686	0.5485889609027109	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000718	0.429197537639476	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000719	0.4169347508497767	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000009284	0.59030127770114	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000723	0.4414603244291754	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001986	0.3065696697424829	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001988	0.6376649130643645	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000738	0.5518254055364692	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007137	0.6376649130643645	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000739	0.5150370451673713	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001989	0.5518254055364692	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001991	0.4782486847982733	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002710	0.5272998319570706	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007161	0.1232784181803844	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007177	0.4537231112188747	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007254	0.5640881923261686	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000005695	0.4585759028546479	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001994	0.5518254055364692	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000746	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002007	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007307	0.6131393394849658	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000005713	0.5872706421930941	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002712	0.6376649130643645	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002008	0.6376649130643645	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000747	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002010	0.5640881923261686	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000750	0.4169347508497767	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000754	0.6131393394849658	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000032611	0.4957577328158356	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000029482	0.5949092793790027	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002714	0.4046719640600774	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002011	0.3132350068953675	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002012	0.2207301622145877	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000756	0.5640881923261686	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000015423	0.5590964070918777	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000005740	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002015	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000757	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002016	0.4414603244291754	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002020	0.3678836036909795	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002026	0.504102594268267	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002027	0.6376649130643645	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000771	0.6376649130643645	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002716	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000774	0.4414603244291754	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007397	0.1839418018454897	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000784	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007435	0.231793905102572	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000032733	0.4623194417264784	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000788	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000798	0.429197537639476	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007468	0.2985707141496989	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007477	0.429197537639476	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002718	0.6008765526952665	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000799	0.3556208169012801	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000806	0.662190486643763	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000807	0.3556208169012801	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002029	0.6376649130643645	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002719	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000808	0.4046719640600774	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002030	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000809	0.4905114715879726	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000010296	0.3924091772703781	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002032	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000811	0.6989788470128611	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002040	0.3328517290870381	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000813	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002043	0.3998438414931704	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002724	0.5640881923261686	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000010307	0.6008765526952665	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002730	0.4046719640600774	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002072	0.3504127789425758	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000814	0.3310952433218815	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002077	0.5272998319570706	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000815	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002084	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000817	0.4169347508497767	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000019805	0.6131393394849658	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000010366	0.6081311001683554	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002742	0.465985898008574	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002139	0.6376649130643645	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007568	0.6499276998540637	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002145	0.3801463904806788	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000818	0.3065696697424829	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002148	0.4537231112188747	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000821	0.3801463904806788	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002156	0.3556208169012801	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000822	0.3801463904806788	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000010378	0.3750031493946864	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002166	0.4782486847982733	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000010379	0.2562839148128298	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002743	0.6008765526952665	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000841	0.6744532734334624	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002168	0.5272998319570706	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002171	0.4499662263584033	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000844	0.6131393394849658	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000007718	0.502774258377672	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000845	0.4537231112188747	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002186	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000849	0.465985898008574	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002745	0.4782486847982733	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002192	0.502774258377672	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002194	0.5518254055364692	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002196	0.3924091772703781	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000851	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002198	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000852	0.3556208169012801	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002200	0.6867160602231618	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000925	0.7122218426597098	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002207	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000927	0.3801463904806788	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002208	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000935	0.465985898008574	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002209	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000936	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002213	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000939	0.1413946300996358	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000000960	0.5225453721073499	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002216	0.5590964070918777	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001006	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001007	0.5518254055364692	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002218	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001010	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002219	0.5150370451673713	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002220	0.6499276998540637	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001014	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001016	0.2820440961630843	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002221	0.662190486643763	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002222	0.1715193464264227	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002225	0.2568527056542014	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001020	0.662190486643763	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002230	0.6989788470128611	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001022	0.4905114715879726	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002247	0.6008765526952665	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002255	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001023	0.5518254055364692	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001025	0.6131393394849658	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001029	0.465985898008574	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001030	0.5640881923261686	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000183987	0.5717261130115711	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001031	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001036	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001054	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001060	0.502774258377672	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001062	0.5150370451673713	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001114	0.5150370451673713	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001115	0.6376649130643645	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001116	0.6008765526952665	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001118	0.3924091772703781	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001122	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001123	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001131	0.429197537639476	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001136	0.3801463904806788	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001168	0.5150370451673713	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002805	0.5640881923261686	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000037395	0.6287199327199609	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001170	0.4414603244291754	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001171	0.5150370451673713	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001172	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001173	0.5640881923261686	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001174	0.3924091772703781	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001176	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000037660	0.6499276998540637	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001190	0.6499276998540637	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001191	0.6008765526952665	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001192	0.5518254055364692	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001203	0.5886137659055671	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001205	0.4046719640600774	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001208	0.5150370451673713	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001213	0.6008765526952665	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000061184	0.4435767616564859	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001219	0.6499276998540637	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001224	0.5480484858633794	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000077385	0.5011760110325881	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002944	0.5794085654478071	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000188276	0.465985898008574	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000002970	0.4537231112188747	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000063234	0.4537231112188747	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000052015	0.3417533713006599	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000003100	0.4733646312031287	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000065734	0.5515304777576171	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000184465	0.3188324565321822	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000179797	0.1993779145116907	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000069205	0.272245563891909	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000003635	0.5150370451673713	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000190423	0.2820440961630843	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000054078	0.4169347508497767	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000003688	0.3678836036909795	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000003752	0.4202658404193429	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000003828	0.5518254055364692	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000003844	0.232992949004287	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000183015	0.5214045144789421	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000183376	0.5763509791158679	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000186270	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000198251	0.5547528818117301	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000243650	0.5150370451673713	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000247426	0.4068187799952688	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000194841	0.4523027113552268	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000265325	0.5547528818117301	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000240889	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000254519	0.3770031803761752	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000245380	0.328439497990491	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000256485	0.5348405573334052	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000236497	0.2028705562299123	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000199679	0.4895607611556376	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000198521	0.3098485830098972	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000199213	0.6122608822864173	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000214746	0.4106036667022563	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000199228	0.3203810872099524	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000276254	0.468457989085461	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000291933	0.5594309277855157	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000198757	0.273402697040528	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000321555	0.196204588635189	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000221734	0.352281660351508	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000325787	0.5171364657646979	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000316968	0.3968626966596885	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000280188	0.5191519205180118	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000515847	0.4275910445536582	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000694660	0.5395626187467699	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000565468	0.3231528059706172	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000829401	0.502774258377672	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000889800	0.6254021262746651	codon	kendall	Kendall's Tau	SGCode	Bacteria
UP000001227	0.4340036095782326	gc	kendall	Kendall's Tau	SGCode	Bacteria
UP000007719	0.4785168003042052	gc	kendall	Kendall's Tau	SGCode	Bacteria
UP000001231	0.4785168003042052	gc	kendall	Kendall's Tau	SGCode	Bacteria
UP000002257	0.4785168003042052	gc	kendall	Kendall's Tau	SGCode	Bacteria
UP000000231	0.4896450979856983	gc	kendall	Kendall's Tau	SGCode	Bacteria
UP000001235	0.4686233489032048	gc	kendall	Kendall's Tau	SGCode	Bacteria
UP000007721	0.4562602049412189	gc	kendall	Kendall's Tau	SGCode	Bacteria
UP000005753	0.2559508466743423	gc	kendall	Kendall's Tau	SGCode	Bacteria
UP000007727	0.4117470142152463	gc	kendall	Kendall's Tau	SGCode	Bacteria
UP000000233	0.5007733956671915	gc	kendall	Kendall's Tau	SGCode	Bacteria
UP000001258	0.4340036095782326	gc	kendall	Kendall's Tau	SGCode	Bacteria
UP000007730	0.4451319072597258	gc	kendall	Kendall's Tau	SGCode	Bacteria
UP000005766	0.5726264021717471	gc	kendall	Kendall's Tau	SGCode	Bacteria
UP000002301	0.4896450979856983	gc	kendall	Kendall's Tau	SGCode	Bacteria
