Prot_Tax_ID	Coefficient	Correlation	Comparison	Kingdom
UP000070700_149040	0.6008765526952665	Kendall	code	Eukaryotes
UP000008143_8364	0.6131393394849658	Kendall	code	Eukaryotes
UP000027195_930990	0.7561538914024004	Kendall	code	Eukaryotes
UP000002499_655827	0.6376649130643645	Kendall	code	Eukaryotes
UP000008144_7719	0.465985898008574	Kendall	code	Eukaryotes
UP000006643_403677	0.5640881923261686	Kendall	code	Eukaryotes
UP000008153_5671	0.6867160602231618	Kendall	code	Eukaryotes
UP000002530_330879	0.6867160602231618	Kendall	code	Eukaryotes
UP000027222_685588	0.4414603244291754	Kendall	code	Eukaryotes
UP000002624_544712	0.6376649130643645	Kendall	code	Eukaryotes
UP000006671_5762	0.3678836036909795	Kendall	code	Eukaryotes
UP000081671_10020	0.4118887050728523	Kendall	code	Eukaryotes
UP000001073_61853	0.6376649130643645	Kendall	code	Eukaryotes
UP000008177_999810	0.5272998319570706	Kendall	code	Eukaryotes
UP000006672_6279	0.4905114715879726	Kendall	code	Eukaryotes
UP000016666_8840	0.3590662493587658	Kendall	code	Eukaryotes
UP000002630_2880	0.4782486847982733	Kendall	code	Eukaryotes
UP000008181_578455	0.4905114715879726	Kendall	code	Eukaryotes
UP000006701_344612	0.6744532734334624	Kendall	code	Eukaryotes
UP000016800_1279085	0.6867160602231618	Kendall	code	Eukaryotes
UP000006702_331117	0.662190486643763	Kendall	code	Eukaryotes
UP000016801_1111077	0.662190486643763	Kendall	code	Eukaryotes
UP000008225_9483	0.7112416338025602	Kendall	code	Eukaryotes
UP000002640_1094619	0.5272998319570706	Kendall	code	Eukaryotes
UP000084051_4097	0.6376649130643645	Kendall	code	Eukaryotes
UP000002668_985895	0.6989788470128611	Kendall	code	Eukaryotes
UP000016922_1116229	0.6989788470128611	Kendall	code	Eukaryotes
UP000076078_361077	0.2850606963691054	Kendall	code	Eukaryotes
UP000006706_425011	0.662190486643763	Kendall	code	Eukaryotes
UP000016927_578461	0.2943068829527835	Kendall	code	Eukaryotes
UP000006718_9544	0.7480299941716583	Kendall	code	Eukaryotes
UP000087171_3827	0.6131393394849658	Kendall	code	Eukaryotes
UP000006726_353152	0.3678836036909795	Kendall	code	Eukaryotes
UP000076408_30069	0.5640881923261686	Kendall	code	Eukaryotes
UP000184063_1137211	0.7480299941716583	Kendall	code	Eukaryotes
UP000006727_3218	0.6744532734334624	Kendall	code	Eukaryotes
UP000016930_914234	0.735767207381959	Kendall	code	Eukaryotes
UP000016932_383855	0.6131393394849658	Kendall	code	Eukaryotes
UP000001074_59463	0.465985898008574	Kendall	code	Eukaryotes
UP000087266_8030	0.6131393394849658	Kendall	code	Eukaryotes
UP000006729_3694	0.6499276998540637	Kendall	code	Eukaryotes
UP000184304_767770	0.735767207381959	Kendall	code	Eukaryotes
UP000006753_1072389	0.6008765526952665	Kendall	code	Eukaryotes
UP000087766_3916	0.5886137659055671	Kendall	code	Eukaryotes
UP000249363_1196081	0.6135001943595966	Kendall	code	Eukaryotes
UP000016933_675120	0.6989788470128611	Kendall	code	Eukaryotes
UP000006790_931890	0.5465324428875658	Kendall	code	Eukaryotes
UP000008227_9823	0.6867160602231618	Kendall	code	Eukaryotes
UP000089565_3656	0.5640881923261686	Kendall	code	Eukaryotes
UP000016934_665912	0.6008765526952665	Kendall	code	Eukaryotes
UP000006813_10181	0.3678836036909795	Kendall	code	Eukaryotes
UP000016935_671987	0.659539537265057	Kendall	code	Eukaryotes
UP000242942_36330	0.4322643095156072	Kendall	code	Eukaryotes
UP000016936_701091	0.7235044205922596	Kendall	code	Eukaryotes
UP000091857_3983	0.5500538205488459	Kendall	code	Eukaryotes
UP000184499_767769	0.7112416338025602	Kendall	code	Eukaryotes
UP000076744_1081104	0.7235044205922596	Kendall	code	Eukaryotes
UP000184546_690307	0.7112416338025602	Kendall	code	Eukaryotes
UP000186303_1230383	0.504102594268267	Kendall	code	Eukaryotes
UP000008237_610380	0.4191466218133072	Kendall	code	Eukaryotes
UP000001075_10029	0.6744532734334624	Kendall	code	Eukaryotes
UP000001194_486041	0.7112416338025602	Kendall	code	Eukaryotes
UP000092124_56216	0.3750031493946864	Kendall	code	Eukaryotes
UP000001197_515849	0.662190486643763	Kendall	code	Eukaryotes
UP000001261_246410	0.6744532734334624	Kendall	code	Eukaryotes
UP000235786_1149755	0.5006107804995114	Kendall	code	Eukaryotes
UP000001292_7238	0.6008765526952665	Kendall	code	Eukaryotes
UP000186698_8355	0.6131393394849658	Kendall	code	Eukaryotes
UP000092177_759273	0.662190486643763	Kendall	code	Eukaryotes
UP000001294_441960	0.6376649130643645	Kendall	code	Eukaryotes
UP000008281_31234	0.5640881923261686	Kendall	code	Eukaryotes
UP000193067_1353009	0.5150370451673713	Kendall	code	Eukaryotes
UP000001300_284591	0.5518254055364692	Kendall	code	Eukaryotes
UP000218811_742152	0.55923278940108	Kendall	code	Eukaryotes
UP000186922_947166	0.4414603244291754	Kendall	code	Eukaryotes
UP000094112_683960	0.232992949004287	Kendall	code	Eukaryotes
UP000094389_983966	0.429197537639476	Kendall	code	Eukaryotes
UP000291022_9643	0.4905114715879726	Kendall	code	Eukaryotes
UP000219338_47428	0.502774258377672	Kendall	code	Eukaryotes
UP000243498_1081105	0.7480299941716583	Kendall	code	Eukaryotes
UP000236630_55188	0.3328517290870381	Kendall	code	Eukaryotes
UP000094569_573508	0.7235044205922596	Kendall	code	Eukaryotes
UP000249829_1450538	0.7235044205922596	Kendall	code	Eukaryotes
UP000078340_33203	0.7235044205922596	Kendall	code	Eukaryotes
UP000219813_5858	0.3842122429322726	Kendall	code	Eukaryotes
UP000001312_665079	0.5763509791158679	Kendall	code	Eukaryotes
UP000078348_478820	0.397676650240768	Kendall	code	Eukaryotes
UP000095285_7209	0.3678836036909795	Kendall	code	Eukaryotes
UP000193380_8022	0.5272998319570706	Kendall	code	Eukaryotes
UP000095358_29833	0.3924091772703781	Kendall	code	Eukaryotes
UP000001357_81824	0.5886137659055671	Kendall	code	Eukaryotes
UP000001396_670386	0.4046719640600774	Kendall	code	Eukaryotes
UP000187609_49451	0.502774258377672	Kendall	code	Eukaryotes
UP000188318_602072	0.6867160602231618	Kendall	code	Eukaryotes
UP000001449_35128	0.5763509791158679	Kendall	code	Eukaryotes
UP000001450_36329	0.1839418018454897	Kendall	code	Eukaryotes
UP000188354_3871	0.5763509791158679	Kendall	code	Eukaryotes
UP000222542_4072	0.5518254055364692	Kendall	code	Eukaryotes
UP000188533_5353	0.5886137659055671	Kendall	code	Eukaryotes
UP000001460_441375	0.3205238872689996	Kendall	code	Eukaryotes
UP000189513_36022	0.4057411124598246	Kendall	code	Eukaryotes
UP000292052_1661398	0.354180766620684	Kendall	code	Eukaryotes
UP000244005_3197	0.6499276998540637	Kendall	code	Eukaryotes
UP000189701_4096	0.662190486643763	Kendall	code	Eukaryotes
UP000001471_426418	0.6131393394849658	Kendall	code	Eukaryotes
UP000189702_3635	0.6744532734334624	Kendall	code	Eukaryotes
UP000189703_4432	0.5032766015446553	Kendall	code	Eukaryotes
UP000189704_1868482	0.5640881923261686	Kendall	code	Eukaryotes
UP000189706_10036	0.662190486643763	Kendall	code	Eukaryotes
UP000001514_88036	0.6254021262746651	Kendall	code	Eukaryotes
UP000283509_6689	0.2407185604833073	Kendall	code	Eukaryotes
UP000269793_425264	0.5518254055364692	Kendall	code	Eukaryotes
UP000224634_1447883	0.7112416338025602	Kendall	code	Eukaryotes
UP000001519_9595	0.7725555677510569	Kendall	code	Eukaryotes
UP000191408_60169	0.8093439281201549	Kendall	code	Eukaryotes
UP000283841_264951	0.6867160602231618	Kendall	code	Eukaryotes
UP000191522_69771	0.6989788470128611	Kendall	code	Eukaryotes
UP000225706_50429	0.4905114715879726	Kendall	code	Eukaryotes
UP000252519_29170	0.3399209003391744	Kendall	code	Eukaryotes
UP000245207_35608	0.5272998319570706	Kendall	code	Eukaryotes
UP000001542_412133	0.4046719640600774	Kendall	code	Eukaryotes
UP000240080_9597	0.7112416338025602	Kendall	code	Eukaryotes
UP000001548_184922	0.5395626187467699	Kendall	code	Eukaryotes
UP000245320_9739	0.5518254055364692	Kendall	code	Eukaryotes
UP000228380_42345	0.502774258377672	Kendall	code	Eukaryotes
UP000245340_9708	0.3924091772703781	Kendall	code	Eukaryotes
UP000295252_49390	0.4537231112188747	Kendall	code	Eukaryotes
UP000245341_9713	0.4905114715879726	Kendall	code	Eukaryotes
UP000001554_7739	0.5395626187467699	Kendall	code	Eukaryotes
UP000447434_3870	0.4635285004625105	Kendall	code	Eukaryotes
UP000241394_1590841	0.6867160602231618	Kendall	code	Eukaryotes
UP000314980_8187	0.5435377220297786	Kendall	code	Eukaryotes
UP000001555_6945	0.6499276998540637	Kendall	code	Eukaryotes
UP000286640_9627	0.5518254055364692	Kendall	code	Eukaryotes
UP000314981_30522	0.3557438296251731	Kendall	code	Eukaryotes
UP000297245_1314807	0.6008765526952665	Kendall	code	Eukaryotes
UP000215127_1276538	0.4537231112188747	Kendall	code	Eukaryotes
UP000286641_34884	0.5518254055364692	Kendall	code	Eukaryotes
UP000215305_41047	0.6744532734334624	Kendall	code	Eukaryotes
UP000314983_8005	0.3065696697424829	Kendall	code	Eukaryotes
UP000298030_71717	0.5543478937468665	Kendall	code	Eukaryotes
UP000314986_7868	0.4890379977724697	Kendall	code	Eukaryotes
UP000314987_29139	0.4364790755249628	Kendall	code	Eukaryotes
UP000275408_46731	0.3801463904806788	Kendall	code	Eukaryotes
UP000288725_27337	0.5033095104609719	Kendall	code	Eukaryotes
UP000233020_37293	0.6254021262746651	Kendall	code	Eukaryotes
UP000316621_3469	0.4414603244291754	Kendall	code	Eukaryotes
UP000242457_94128	0.512971540511845	Kendall	code	Eukaryotes
UP000472240_59479	0.6989788470128611	Kendall	code	Eukaryotes
UP000215914_4232	0.3946761086881631	Kendall	code	Eukaryotes
UP000261680_29073	0.502774258377672	Kendall	code	Eukaryotes
UP000233040_2715852	0.3594243562914808	Kendall	code	Eukaryotes
UP000472241_61383	0.3565603715556034	Kendall	code	Eukaryotes
UP000289738_3818	0.6008765526952665	Kendall	code	Eukaryotes
UP000248423_1448318	0.7112416338025602	Kendall	code	Eukaryotes
UP000233060_9531	0.5395626187467699	Kendall	code	Eukaryotes
UP000261681_310752	0.465985898008574	Kendall	code	Eukaryotes
UP000242638_8081	0.6376649130643645	Kendall	code	Eukaryotes
UP000217790_47427	0.6376649130643645	Kendall	code	Eukaryotes
UP000248481_29088	0.4414603244291754	Kendall	code	Eukaryotes
UP000233100_9541	0.6376649130643645	Kendall	code	Eukaryotes
UP000264800_37003	0.429197537639476	Kendall	code	Eukaryotes
UP000290289_3750	0.6989788470128611	Kendall	code	Eukaryotes
UP000248483_9749	0.6131393394849658	Kendall	code	Eukaryotes
UP000301870_69820	0.5763509791158679	Kendall	code	Eukaryotes
UP000233120_9545	0.6499276998540637	Kendall	code	Eukaryotes
UP000264840_8153	0.6131393394849658	Kendall	code	Eukaryotes
UP000515148_13443	0.6254021262746651	Kendall	code	Eukaryotes
UP000321393_1194695	0.205052022780396	Kendall	code	Eukaryotes
UP000248484_9755	0.4905114715879726	Kendall	code	Eukaryotes
UP000322000_7111	0.4046719640600774	Kendall	code	Eukaryotes
UP000504602_48883	0.5482892649071495	Kendall	code	Eukaryotes
UP000233140_9568	0.5272998319570706	Kendall	code	Eukaryotes
UP000248961_1450537	0.7131207431112068	Kendall	code	Eukaryotes
UP000291000_9925	0.6989788470128611	Kendall	code	Eukaryotes
UP000504603_3673	0.662190486643763	Kendall	code	Eukaryotes
UP000233160_379532	0.7480299941716583	Kendall	code	Eukaryotes
UP000504604_4182	0.6989788470128611	Kendall	code	Eukaryotes
UP000307440_230819	0.5545198247356399	Kendall	code	Eukaryotes
UP000326950_41984	0.5518254055364692	Kendall	code	Eukaryotes
UP000515152_7950	0.5886137659055671	Kendall	code	Eukaryotes
UP000233180_61621	0.6989788470128611	Kendall	code	Eukaryotes
UP000504605_30538	0.5150370451673713	Kendall	code	Eukaryotes
UP000515153_148305	0.7235044205922596	Kendall	code	Eukaryotes
UP000233200_61622	0.6008765526952665	Kendall	code	Eukaryotes
UP000515154_6645	0.662190486643763	Kendall	code	Eukaryotes
UP000472265_8175	0.6499276998540637	Kendall	code	Eukaryotes
UP000233220_39432	0.6744532734334624	Kendall	code	Eukaryotes
UP000504607_51953	0.2950844454253269	Kendall	code	Eukaryotes
UP000327085_3755	0.6376649130643645	Kendall	code	Eukaryotes
UP000504608_3661	0.5395626187467699	Kendall	code	Eukaryotes
UP000233551_22663	0.4057411124598246	Kendall	code	Eukaryotes
UP000504610_3726	0.5886137659055671	Kendall	code	Eukaryotes
UP000472268_37032	0.3065696697424829	Kendall	code	Eukaryotes
UP000515161_8218	0.2897042827239035	Kendall	code	Eukaryotes
UP000265140_8010	0.5395626187467699	Kendall	code	Eukaryotes
UP000515163_6105	0.5395626187467699	Kendall	code	Eukaryotes
UP000515200_30033	0.4523789311944499	Kendall	code	Eukaryotes
UP000515202_132908	0.5272998319570706	Kendall	code	Eukaryotes
UP000504614_7137	0.6131393394849658	Kendall	code	Eukaryotes
UP000515203_10160	0.5640881923261686	Kendall	code	Eukaryotes
UP000504616_27457	0.4869497518125187	Kendall	code	Eukaryotes
UP000594220_8502	0.468457989085461	Kendall	code	Eukaryotes
UP000335636_9995	0.3417533713006599	Kendall	code	Eukaryotes
UP000515204_609295	0.2944409064816455	Kendall	code	Eukaryotes
UP000234474_1392255	0.7235044205922596	Kendall	code	Eukaryotes
UP000515208_43346	0.5933164805920135	Kendall	code	Eukaryotes
UP000265300_118797	0.5150370451673713	Kendall	code	Eukaryotes
UP000234585_41067	0.6744532734334624	Kendall	code	Eukaryotes
UP000472273_8673	0.4782486847982733	Kendall	code	Eukaryotes
UP000596276_332952	0.7235044205922596	Kendall	code	Eukaryotes
UP000596742_29158	0.2795130089912074	Kendall	code	Eukaryotes
UP000504623_185453	0.3688555567816587	Kendall	code	Eukaryotes
UP000235220_51240	0.5272998319570706	Kendall	code	Eukaryotes
UP000583929_3483	0.502774258377672	Kendall	code	Eukaryotes
UP000504626_32536	0.4905114715879726	Kendall	code	Eukaryotes
UP000472276_47969	0.3801463904806788	Kendall	code	Eukaryotes
UP000624244_45130	0.5150370451673713	Kendall	code	Eukaryotes
UP000675900_74533	0.5886137659055671	Kendall	code	Eukaryotes
UP000504630_56716	0.4807858309034994	Kendall	code	Eukaryotes
UP000472277_8032	0.4905114715879726	Kendall	code	Eukaryotes
UP000694427_7962	0.662190486643763	Kendall	code	Eukaryotes
UP000504634_7225	0.6008765526952665	Kendall	code	Eukaryotes
UP000504635_7048	0.4869497518125187	Kendall	code	Eukaryotes
UP000694520_30521	0.5395626187467699	Kendall	code	Eukaryotes
UP000694521_8845	0.3266878081780188	Kendall	code	Eukaryotes
UP000504640_9515	0.6499276998540637	Kendall	code	Eukaryotes
UP000701341_36656	0.6499276998540637	Kendall	code	Eukaryotes
UP000694544_68415	0.321379760320674	Kendall	code	Eukaryotes
UP000694545_61221	0.4714236520798036	Kendall	code	Eukaryotes
UP000694546_8049	0.5763509791158679	Kendall	code	Eukaryotes
UP000509510_121627	0.4118887050728523	Kendall	code	Eukaryotes
UP000613401_474922	0.557727449417815	Kendall	code	Eukaryotes
UP000694554_42100	0.3364502307384781	Kendall	code	Eukaryotes
UP000756132_5499	0.4486003076513041	Kendall	code	Eukaryotes
UP000694556_8855	0.662190486643763	Kendall	code	Eukaryotes
UP000636800_51239	0.4922142264507365	Kendall	code	Eukaryotes
UP000637239_182096	0.6008765526952665	Kendall	code	Eukaryotes
UP000492821_6233	0.5500538205488459	Kendall	code	Eukaryotes
UP000515124_42229	0.5518254055364692	Kendall	code	Eukaryotes
UP000494040_79782	0.3688555567816587	Kendall	code	Eukaryotes
UP000694557_8019	0.7112416338025602	Kendall	code	Eukaryotes
UP000694380_8478	0.2261513556776134	Kendall	code	Eukaryotes
UP000694559_35670	0.3678836036909795	Kendall	code	Eukaryotes
UP000694381_1026970	0.5886137659055671	Kendall	code	Eukaryotes
UP000805418_9615	0.6867160602231618	Kendall	code	Eukaryotes
UP000515129_7957	0.6499276998540637	Kendall	code	Eukaryotes
UP000694385_51337	0.5655785203985434	Kendall	code	Eukaryotes
UP000694564_55149	0.1037125957683463	Kendall	code	Eukaryotes
UP000694387_9793	0.662190486643763	Kendall	code	Eukaryotes
UP000694388_7764	0.4782486847982733	Kendall	code	Eukaryotes
UP000515131_9696	0.3266878081780188	Kendall	code	Eukaryotes
UP000694565_8103	0.3474338718249861	Kendall	code	Eukaryotes
UP000694389_13489	0.735767207381959	Kendall	code	Eukaryotes
UP000515132_9915	0.4414603244291754	Kendall	code	Eukaryotes
UP000515135_7741	0.5640881923261686	Kendall	code	Eukaryotes
UP000694840_6087	0.4537231112188747	Kendall	code	Eukaryotes
UP000694394_30608	0.6008765526952665	Kendall	code	Eukaryotes
UP000515140_38626	0.6008765526952665	Kendall	code	Eukaryotes
UP000694845_133434	0.3310952433218815	Kendall	code	Eukaryotes
UP000694852_51338	0.4537231112188747	Kendall	code	Eukaryotes
UP000694398_34839	0.5763509791158679	Kendall	code	Eukaryotes
UP000694853_3816	0.5640881923261686	Kendall	code	Eukaryotes
UP001155700_3562	0.6744532734334624	Kendall	code	Eukaryotes
UP000694857_9771	0.3924091772703781	Kendall	code	Eukaryotes
UP000694399_9689	0.4537231112188747	Kendall	code	Eukaryotes
UP000515146_6956	0.2820440961630843	Kendall	code	Eukaryotes
UP000694905_7370	0.5886137659055671	Kendall	code	Eukaryotes
UP000694918_75702	0.5395626187467699	Kendall	code	Eukaryotes
UP000694950_9837	0.4537231112188747	Kendall	code	Eukaryotes
UP000694402_74940	0.6744532734334624	Kendall	code	Eukaryotes
UP000694403_8475	0.1238896261023589	Kendall	code	Eukaryotes
UP001165740_6526	0.465985898008574	Kendall	code	Eukaryotes
UP000694405_13146	0.4486003076513041	Kendall	code	Eukaryotes
UP000694406_8630	0.4169347508497767	Kendall	code	Eukaryotes
UP000887561_6303	0.3187276291558383	Kendall	code	Eukaryotes
UP000887563_6306	0.3187276291558383	Kendall	code	Eukaryotes
UP000694407_9994	0.334636469650689	Kendall	code	Eukaryotes
UP000664032_181762	0.463587810205144	Kendall	code	Eukaryotes
UP000694409_9135	0.4537231112188747	Kendall	code	Eukaryotes
UP000887567_2652724	0.4610694459770734	Kendall	code	Eukaryotes
UP001190640_481883	0.1149977816999891	Kendall	code	Eukaryotes
UP000887568_46514	0.5033095104609719	Kendall	code	Eukaryotes
UP000694411_9565	0.662190486643763	Kendall	code	Eukaryotes
UP000887569_6257	0.3955443203946757	Kendall	code	Eukaryotes
UP000887572_31243	0.4241838902989076	Kendall	code	Eukaryotes
UP000694412_93934	0.6499276998540637	Kendall	code	Eukaryotes
UP000694414_1328070	0.3652045786082825	Kendall	code	Eukaryotes
UP000694415_10103	0.5395626187467699	Kendall	code	Eukaryotes
UP000694417_9999	0.383183560382342	Kendall	code	Eukaryotes
UP000694420_30464	0.465985898008574	Kendall	code	Eukaryotes
UP000694422_99837	0.4006548590862496	Kendall	code	Eukaryotes
UP000694425_452646	0.6008765526952665	Kendall	code	Eukaryotes
UP000054317_717944	0.5244120032241788	Kendall	freq	Eukaryotes
UP000001568_436017	0.4562602049412189	Kendall	freq	Eukaryotes
UP000002669_535722	0.5007733956671915	Kendall	freq	Eukaryotes
UP000054321_913774	0.6264907128334651	Kendall	freq	Eukaryotes
UP000006882_3760	0.3291521141105843	Kendall	freq	Eukaryotes
UP000001593_45351	0.5007733956671915	Kendall	freq	Eukaryotes
UP000008311_3988	0.6231846701636161	Kendall	freq	Eukaryotes
UP000002753_226230	0.4785168003042052	Kendall	freq	Eukaryotes
UP000028524_1283841	0.5452865863931641	Kendall	freq	Eukaryotes
UP000002762_655819	0.6454412655266023	Kendall	freq	Eukaryotes
UP000028545_563466	0.3699978320503042	Kendall	freq	Eukaryotes
UP000006906_3055	0.6454412655266023	Kendall	freq	Eukaryotes
UP000000226_3885	0.4006187165337532	Kendall	freq	Eukaryotes
UP000017836_13333	0.689954456252575	Kendall	freq	Eukaryotes
UP000042958_104259	0.6009280748006298	Kendall	freq	Eukaryotes
UP000011116_112509	0.5564148840746572	Kendall	freq	Eukaryotes
UP000008333_126793	0.4451319072597258	Kendall	freq	Eukaryotes
UP000006911_656061	0.5452865863931641	Kendall	freq	Eukaryotes
UP000030752_1220924	0.4806019775963944	Kendall	freq	Eukaryotes
UP000008370_650164	0.4965175958617289	Kendall	freq	Eukaryotes
UP000000267_436907	0.5230299910301778	Kendall	freq	Eukaryotes
UP000001595_9601	0.5675431817561504	Kendall	freq	Eukaryotes
UP000011185_72359	0.4340036095782326	Kendall	freq	Eukaryotes
UP000007014_280699	0.5230299910301778	Kendall	freq	Eukaryotes
UP000002852_8083	0.612056372482123	Kendall	freq	Eukaryotes
UP000008524_185431	0.5675431817561504	Kendall	freq	Eukaryotes
UP000018087_1391915	0.2842561369430512	Kendall	freq	Eukaryotes
UP000028761_9555	0.5564148840746572	Kendall	freq	Eukaryotes
UP000008536_559307	0.5119016933486846	Kendall	freq	Eukaryotes
UP000000304_7240	0.4896450979856983	Kendall	freq	Eukaryotes
UP000007015_39946	0.5786714794376435	Kendall	freq	Eukaryotes
UP000001610_983644	0.6454412655266023	Kendall	freq	Eukaryotes
UP000001611_498257	0.6231846701636161	Kendall	freq	Eukaryotes
UP000008549_6238	0.5452865863931641	Kendall	freq	Eukaryotes
UP000000305_6669	0.6009280748006298	Kendall	freq	Eukaryotes
UP000007062_7165	0.5230299910301778	Kendall	freq	Eukaryotes
UP000004994_4081	0.5786714794376435	Kendall	freq	Eukaryotes
UP000008553_73239	0.5119016933486846	Kendall	freq	Eukaryotes
UP000001628_502780	0.612056372482123	Kendall	freq	Eukaryotes
UP000054361_1603295	0.7122110516155612	Kendall	freq	Eukaryotes
UP000053732_1429867	0.6231846701636161	Kendall	freq	Eukaryotes
UP000011712_9685	0.5675431817561504	Kendall	freq	Eukaryotes
UP000000311_104421	0.5119016933486846	Kendall	freq	Eukaryotes
UP000054383_28573	0.6343129678451093	Kendall	freq	Eukaryotes
UP000001631_447093	0.5564148840746572	Kendall	freq	Eukaryotes
UP000000314_644223	0.5119016933486846	Kendall	freq	Eukaryotes
UP000001640_27288	0.5452865863931641	Kendall	freq	Eukaryotes
UP000008672_7897	0.4228753118967394	Kendall	freq	Eukaryotes
UP000007110_7668	0.5341582887116709	Kendall	freq	Eukaryotes
UP000008673_871575	0.5452865863931641	Kendall	freq	Eukaryotes
UP000001645_9103	0.6231846701636161	Kendall	freq	Eukaryotes
UP000011713_559515	0.4562602049412189	Kendall	freq	Eukaryotes
UP000007115_413071	0.5897997771191366	Kendall	freq	Eukaryotes
UP000005203_7460	0.6788261585710818	Kendall	freq	Eukaryotes
UP000018468_7918	0.3449772281262875	Kendall	freq	Eukaryotes
UP000007129_1126212	0.6565695632080955	Kendall	freq	Eukaryotes
UP000008694_81972	0.689954456252575	Kendall	freq	Eukaryotes
UP000001646_28377	0.6788261585710818	Kendall	freq	Eukaryotes
UP000005204_7091	0.5119016933486846	Kendall	freq	Eukaryotes
UP000030816_1081103	0.612056372482123	Kendall	freq	Eukaryotes
UP000008698_526221	0.5230299910301778	Kendall	freq	Eukaryotes
UP000000437_7955	0.5452865863931641	Kendall	freq	Eukaryotes
UP000008743_595528	0.475461701703969	Kendall	freq	Eukaryotes
UP000005206_660122	0.5119016933486846	Kendall	freq	Eukaryotes
UP000018817_761204	0.3449772281262875	Kendall	freq	Eukaryotes
UP000007241_684364	0.5897997771191366	Kendall	freq	Eukaryotes
UP000007258_5660	0.5341582887116709	Kendall	freq	Eukaryotes
UP000028999_3708	0.6343129678451093	Kendall	freq	Eukaryotes
UP000001744_402676	0.6009280748006298	Kendall	freq	Eukaryotes
UP000008744_7234	0.5119016933486846	Kendall	freq	Eukaryotes
UP000018888_747089	0.311592335081808	Kendall	freq	Eukaryotes
UP000007266_7070	0.5786714794376435	Kendall	freq	Eukaryotes
UP000053841_930089	0.5007733956671915	Kendall	freq	Eukaryotes
UP000008782_645133	0.5452865863931641	Kendall	freq	Eukaryotes
UP000001745_441959	0.6454412655266023	Kendall	freq	Eukaryotes
UP000008783_418459	0.6343129678451093	Kendall	freq	Eukaryotes
UP000007267_13735	0.5452865863931641	Kendall	freq	Eukaryotes
UP000029120_50452	0.4775503100643259	Kendall	freq	Eukaryotes
UP000005207_8128	0.5897997771191366	Kendall	freq	Eukaryotes
UP000000539_9031	0.5786714794376435	Kendall	freq	Eukaryotes
UP000053097_2015173	0.582376514028572	Kendall	freq	Eukaryotes
UP000001798_332648	0.5564148840746572	Kendall	freq	Eukaryotes
UP000031513_5851	0.5007733956671915	Kendall	freq	Eukaryotes
UP000008784_756982	0.6788261585710818	Kendall	freq	Eukaryotes
UP000000542_5664	0.5564148840746572	Kendall	freq	Eukaryotes
UP000001805_367110	0.5564148840746572	Kendall	freq	Eukaryotes
UP000005215_43179	0.5452865863931641	Kendall	freq	Eukaryotes
UP000000559_237561	0.5452865863931641	Kendall	freq	Eukaryotes
UP000008792_7244	0.4896450979856983	Kendall	freq	Eukaryotes
UP000007303_99883	0.5341582887116709	Kendall	freq	Eukaryotes
UP000000560_227321	0.6231846701636161	Kendall	freq	Eukaryotes
UP000007304_858893	0.5564148840746572	Kendall	freq	Eukaryotes
UP000005221_578454	0.467388502622712	Kendall	freq	Eukaryotes
UP000053927_721885	0.4896450979856983	Kendall	freq	Eukaryotes
UP000000561_237631	0.6343129678451093	Kendall	freq	Eukaryotes
UP000001811_9986	0.6009280748006298	Kendall	freq	Eukaryotes
UP000005222_559304	0.2559508466743423	Kendall	freq	Eukaryotes
UP000008810_15368	0.7122110516155612	Kendall	freq	Eukaryotes
UP000005225_30611	0.4896450979856983	Kendall	freq	Eukaryotes
UP000001819_46245	0.5341582887116709	Kendall	freq	Eukaryotes
UP000054549_946122	0.6565695632080955	Kendall	freq	Eukaryotes
UP000007305_4577	0.612056372482123	Kendall	freq	Eukaryotes
UP000008820_7159	0.5675431817561504	Kendall	freq	Eukaryotes
UP000007322_573729	0.5897997771191366	Kendall	freq	Eukaryotes
UP000001861_240176	0.5786714794376435	Kendall	freq	Eukaryotes
UP000005226_31033	0.6009280748006298	Kendall	freq	Eukaryotes
UP000011750_3711	0.5564148840746572	Kendall	freq	Eukaryotes
UP000001876_564608	0.4562602049412189	Kendall	freq	Eukaryotes
UP000001881_771870	0.4896450979856983	Kendall	freq	Eukaryotes
UP000007431_578458	0.6565695632080955	Kendall	freq	Eukaryotes
UP000000589_10090	0.6231846701636161	Kendall	freq	Eukaryotes
UP000005237_281687	0.5007733956671915	Kendall	freq	Eukaryotes
UP000008827_3847	0.6231846701636161	Kendall	freq	Eukaryotes
UP000001926_294381	0.38949041885226	Kendall	freq	Eukaryotes
UP000008837_425265	0.6231846701636161	Kendall	freq	Eukaryotes
UP000008854_6183	0.4562602049412189	Kendall	freq	Eukaryotes
UP000000591_284811	0.5675431817561504	Kendall	freq	Eukaryotes
UP000008864_559305	0.6565695632080955	Kendall	freq	Eukaryotes
UP000000598_284590	0.4562602049412189	Kendall	freq	Eukaryotes
UP000019116_4565	0.5897997771191366	Kendall	freq	Eukaryotes
UP000008866_663331	0.5564148840746572	Kendall	freq	Eukaryotes
UP000001940_6239	0.5675431817561504	Kendall	freq	Eukaryotes
UP000011976_1151754	0.5897997771191366	Kendall	freq	Eukaryotes
UP000005239_54126	0.3929635665517643	Kendall	freq	Eukaryotes
UP000029665_5643	0.38949041885226	Kendall	freq	Eukaryotes
UP000012073_2769	0.2299527421121722	Kendall	freq	Eukaryotes
