Archaea	Bacteria	Eukaryotes	Viruses
	2202	14071	89
	3990	13353	225
	4388	12540	2
	4844	14054	11
	4774	14132	1
	1589	22264	47
	939	34644	6
	1484	11006	6
	2104	14195	27
	2367	18984	57
	5829	15506	5
	2477	13377	51
	2376	12345	153
	7425	73065	150
	4189	8072	2
	1652	13415	1
	6684	14551	45
	6147	13932	109
	4506	13721	225
	2518	12783	4
	1946	14486	170
	1644	11847	42
	2122	25017	10
	3099	13967	4
	1507	14554	92
	4722	13502	83
	4349	14261	209
	5591	12998	2
	2259	7427	67
	1922	12775	6
	4821	116147	7
	1740	21433	6
	2413	28189	66
	3455	13377	84
	5166	44175	4
	2189	18017	1
	2766	14055	5
	2843	14587	13
	5913	13503	5
	7235	13002	85
	1338	13254	76
	4459	24622	319
	1629	13372	49
	1826	45070	72
	4803	14475	1
	3169	16776	31
	1991	16737	27
	1798	13217	162
	2379	14010	3
	2282	17178	19
	2206	13675	2
	3089	13752	169
	4100	14757	9
	2685	21287	4
	2777	14016	4
	4211	19384	1
	2250	13775	33
	4995	13039	55
	3084	13491	2
	1726	29076	6
	3429	12743	88
	3892	12192	119
	1631	14247	220
	4974	19936	241
	4351	23967	3
	3049	14018	3
	2556	9048	27
	2407	13851	2
	2545	8702	8
	670	13629	3
	3774	14039	139
	3698	28108	67
	2557	11157	12
	4016	14252	2
	4245	14927	3
	4249	14544	34
	4670	23852	9
	2978	12940	5
	2951	13899	3
	1615	13527	4
	4588	14122	5
	4711	6907	177
	4388	20968	222
	2121	14427	266
	677	6879	5
	1982	14205	65
	2955	21548	1
	3598	13636	2
	3444	29715	10
	844	19423	63
	3869	14047	7
	3281	11960	6
	981	14181	6
	6793	13302	7
	6266	19389	29
	3963	14383	6
	3077	25951	4
	3105	13698	39
	8249	24807	57
	2105	23427	108
	6233	24720	237
	2896	12382	6
	2974	20436	4
	3384	10525	80
	4612	13920	231
	2621	14044	3
	3669	16454	2
	6105	17526	2
	3836	12132	8
	3188	25145	2
	5200	23385	17
	2324	14049	4
	5212	11026	2
	3548	14037	6
	6551	14291	3
	1877	14020	3
	4792	11501	3
	647	13847	4
	2907	11884	50
	2262	16257	50
	3029	13538	42
	3243	29803	62
	4915	14436	3
	1528	12585	11
	4791	20499	229
	1791	13628	2
	2897	30361	8
	3502	16021	2
	2148	14826	6
	2391	26316	5
	3839	15324	71
	847	13397	5
	2849	14764	1
	1663	13330	2
	3181	13871	92
	2331	15181	2
	330	11060	12
	2353	22319	15
	3510	27808	3
	2824	13880	5
	2775	27499	3
	3577	20268	3
	3840	13209	234
	1811	26910	5
	1670	14637	3
	2568	24694	10
	2007	14417	86
	3442	56521	5
	4626	11657	62
	4384	22326	10
	1468	27308	2
	2271	13876	7
	2016	14340	6
	2114	28045	5
	3102	13881	54
	4366	22446	2
	4218	23955	155
	3693	13193	5
	2262	11599	47
	3493	19359	6
	4894	14123	4
	3844	15224	4
	1771	13958	69
	3353	15764	2
	3406	47958	2
	2479	14232	4
	3465	13998	57
	3438	14951	82
	4196	13659	49
	3923	32659	6
	2855	10202	6
	3537	13652	2
	2681	13859	2
	5389	13826	4
	4293	20194	97
	3917	13825	215
	3365	10115	211
	4283	12954	3
	4126	11624	2
	6550	14274	48
	1610	13505	3
	6110	14074	6
	3471	14386	50
	3750	24714	52
	7018	10748	7
	1175	56183	4
	1600	27410	2
	5436	6758	1
	2909	38593	10
	4414	13835	51
	6183	19991	84
	7195	14159	145
	3383	10617	56
	6101	10801	7
	3150	13517	66
	2706	9078	84
	4020	13764	7
	2207	19354	6
	2689	12951	3
	3091	13976	1
	3893	19013	6
	2140	13120	74
	1987	14050	1
	5576	27137	92
	4313	14072	2
	3059	19600	6
	5288	44739	5
	3495	69228	21
	4020	13366	68
	2617	13760	72
	5611	22855	1
	3037	13285	5
	5097	14501	4
	4417	20913	84
	2397	14206	227
	4222	30032	25
	4513	41937	6
	6100	30817	6
	6505	8793	49
	5198	13590	2
	3907	14339	80
	5837	14215	14
	3521	11330	4
	3204	14079	10
	4454	24323	2
	1690	7031	46
	3484	13575	92
	5383	14099	9
	3099	13287	4
	2470	13466	1
	4888	14023	2
	1898	11338	73
	4723	41748	54
	2995	32714	5
	2884	33082	5
	3920	21221	2
	3638	10563	242
	8019	13993	12
	3697	14131	50
	5881	15870	83
	4412	16943	244
	4797	12680	3
	4332	13547	52
	3629	21928	2
	2240	13553	8
	2269	13821	32
	1151	14204	78
	3019	10467	7
	3378	16532	141
	1447	14091	48
	5595	18477	8
	5771	18371	74
	3751	13526	3
	2846	18069	2
	1762	13937	5
	5992	29104	56
	1513	14305	63
	7799	13676	78
	2118	13347	5
	1898	37792	148
	8211	55206	1
	4417	13496	5
	4304	8969	7
	2860	15254	102
	6991	13234	5
	1588	13784	7
	4609	15960	1
	4805	13318	137
	2848	11478	6
	3062	13955	49
	2098	20738	63
	2806	30192	2
	2561	21342	7
	2649	14895	70
	2285	12270	46
	2033	18809	1
	3794	13660	12
	1532	17167	2
	2676	55419	3
	2247	11675	76
	5289	44734	794
	3847	40886	2
	1242	13990	290
	3835	13649	318
	2389	12811	8
	2014	18197	3
	1690	14437	3
	2259	13643	6
	3174	13995	63
	2144	9021	53
	2527	14343	2
	2679	33511	2
	2828	13708	2
	4821	14373	162
	3457	13506	11
	3498	16059	2
	5064	14268	3
	4575	30583	297
	3260	13901	43
	3154	9685	81
	4110	14054	106
	3978	28115	3
	1691	14306	2
	2652	13552	3
	5025	14163	2
	3010	14234	2
	3145	18898	10
	4453	14412	4
	2788	8809	7
	3553	12202	1
	3512	33949	51
	3243	14192	2
	5181	13616	93
	1746	13910	472
	2717	14770	4
	2997	11287	73
	3427	13906	6
	2688	39841	6
	3714	24412	6
	1382	13232	1
	3791	17197	2
	3757	14287	6
	4345	14741	50
	4804	16152	87
	3284	13577	6
	2597	8173	8
	2031	13104	136
	1970	12859	174
	2261	14321	204
	4345	9256	1
	2432	19535	2
	6453	13408	261
	5103	59738	8
	3075	51678	4
	5097	48764	2
	1539	12947	87
	4249	13505	231
	2882	713	291
	3510	14316	2
	6492	14125	62
	4710	13248	8
	3263	32274	6
	3770	11309	53
	1222	15329	6
	4332	14293	5
	4121	21097	140
	4693	8865	7
	4474	13534	5
	6948	13529	6
	3445	13978	159
	1724	14364	6
	2398	14396	7
	4492	6465	45
	2620	13159	79
	1863	13967	9
	5121	10354	62
	4089	13881	10
	2198	11811	2
	3700	19343	1
	2271	13045	4
	3499	13252	6
	1033	11903	71
	4441	14416	251
	4609	20551	109
	2926	13848	8
	3260	13884	6
	3684	43231	2
	4155	15538	8
	2791	51538	69
	1386	4373	3
	6602	12372	2
	1671	13584	123
	1646	13941	158
	1945	12863	6
	2588	13564	2
	5040	14418	2
	3618	16184	2
	2834	34528	49
	3385	14100	2
	4421	18484	3
	3497	13444	77
	3828	16983	63
	1735	13853	3
	1433	44665	2
	1304	11927	3
	4825	25427	7
	1935	10561	6
	327	14280	40
	288	14071	2
	2641	29716	53
	4072	19608	109
	4780	23950	3
	5100	14570	128
	1508	18358	11
	1664	119	7
	4559	13839	10
	1006	35659	7
	6011	15363	36
	1739	4659	153
	5884	13835	1
	1682	13857	3
	3738	13821	3
	1764	10733	1
	5322	14584	6
	1852	44349	79
	7941	13433	5
	3909	16725	3
	4769	21355	46
	4524	6051	68
	3463	19701	41
	3763	13809	6
	2858	13615	5
	2926	13329	4
	1720	11340	3
	4763	6132	3
	2189	13684	7
	5014	31735	79
	3591	21041	101
	6687	8866	2
	4281	17488	189
	6399	11955	163
	4129	9156	12
	4521	17318	5
	5756	14127	2
	7742	14377	6
	8193	12977	48
	3356	21161	93
	3155	14009	58
	1943	10990	7
	5968	13622	54
	4296	15766	4
	3242	18835	94
	4552	23052	6
	2398	21132	3
	3284	13652	55
	4264	20928	10
	4883	10042	129
	550	5369	1
	3765	13253	2
	4703	13839	59
	3007	33589	75
	8161	18582	43
	3411	11262	40
	4072	14219	1
	4730	10605	11
	5648	16797	89
	1854	3639	2
	1944	14067	4
	3895	15419	5
	4450	13719	49
	4890	10094	11
	2879	13711	59
	5992	26167	131
	5460	60043	146
	3792	22955	2
	3999	16177	1
	549	18650	68
	4383	13465	4
	3440	14828	8
	4544	7645	3
	4287	13738	3
	3107	16166	5
	4243	39309	61
	1116	17925	57
	1552	34950	3
	1811	426	2
	2389	16719	2
	4209	13523	6
	4190	13671	2
	7620	13342	3
	3052	22693	14
	3287	12636	77
	6046	15424	2
	2908	21854	4
	4841	9771	48
	3827	12293	62
	1623	19021	2
	3870	13717	4
	1956	14183	57
	1860	4703	27
	3377	22501	2
	4109	10444	7
	1995	14644	278
	4624	10232	7
	1602	35064	84
	3585	20755	57
	3834	13451	8
	2921	17812	10
	4143	10985	77
	7577	13310	2
	3403	9411	2
	4397	13665	11
	3660	11147	68
	478	17429	7
	2092	16739	6
	686	19520	55
	3653	3181	50
	4402	13872	3
	1266	11397	465
	4994	13896	57
	6261	10289	4
	4352	14058	147
	1144	9893	13
	2006	10963	54
	1691	21388	55
	5948	11131	3
	1523	10566	67
	5246	9854	11
	4614	21594	2
	3499	28410	7
	4411	13533	55
	1026	17265	211
	3477	14012	2
	4565	24351	5
	3470	14536	1
	2793	67182	1
	3674	16492	63
	2882	8618	10
	6497	11794	85
	2432	14305	7
	3868	28121	179
	5022	13612	104
	3828	15438	3
	2565	32041	273
	2659	29885	241
	1222	12468	6
	8775	9501	2
	5263	82460	66
	5955	14696	873
	579	21101	8
	2423	9797	6
	2060	16822	3
	6308	22919	2
	2862	27709	6
	3079	20277	73
	1384	64107	3
	924	27737	61
	5316	32886	198
	4093	15633	405
	1071	13771	50
	3615	25329	196
	4921	11811	133
	6341	19643	3
	5342	18047	8
	2043	14500	2
	5848	19869	7
	4422	11881	13
	3835	12054	3
	2565	12049	15
	5245	13502	9
	3713	10967	53
	6610	11868	65
	2622	19729	4
	4283	7805	6
	4032	30031	6
	1825	10242	46
	3376	17146	11
	4209	12354	2
	2550	4922	2
	5527	28754	3
	4002	23377	44
	6235	46721	330
	3060	22753	860
	4063	21192	73
	4874	13204	2
	6059	28762	369
	4515	11718	8
	2625	14625	106
	3847	11843	3
	3953	32845	11
	2473	18307	76
	3184	26782	11
	3910	17609	49
	4663	12531	6
	6012	13746	3
	4143	23039	5
	3352	16036	3
	5328	5281	3
	4612	12489	2
	2094	13672	437
	2315	10755	3
	3269	12893	100
	4690	17304	3
	3906	17941	4
	582	11493	49
	1245	19153	101
	2191	11147	101
	5207	17589	10
	2673	21476	79
	3245	26289	7
	5002	11373	2
	4239	14591	1
	5534	57739	3
	1228	58248	10
	3353	43934	53
	7568	9474	49
	5053	5187	99
	3046	10407	12
	2844	8525	74
	6356	47198	2
	8035	8948	1
	3032	14017	54
	4125	16761	3
	1327	16441	1
	3560	11935	60
	191	11470	87
	2686	11830	1
	3469	13684	4
	5063	18825	52
	1328	21459	138
	7269	13143	170
	3479	12016	2
	3935	5020	64
	1890	17716	2
	4231	26676	6
	2645	13006	48
	4086	15669	85
	3422	4924	2
	5901	13684	3
	6440	11837	72
	2105	14328	3
	3856	23328	11
	4363	15278	8
	2653	21611	241
	3738	11490	2
	2843	9721	69
	6168	11767	49
	3433	22048	13
	3021	19103	89
	2678	25439	4
	3388	64454	2
	2622	14687	6
	3484	10039	3
	7026	13622	6
	2236	13681	10
	4946	17781	84
	5253	9235	1
	2968	18892	12
	4063	46007	133
	2609	27488	2
	2800	18458	2
	3406	15903	3
	3519	15116	2
	4424	35616	13
	3558	17006	102
	1462	15751	11
	1852	14115	253
	3371	13915	1
	3828	5041	116
	2806	11564	63
	3270	12773	7
	3850	13540	14
	3575	19492	6
	5450	50838	14
	3267	14162	121
	2773	9698	2
	2635	15892	12
	3959	14288	2
	4280	8445	6
	2182	13983	53
	2710	14222	6
	3760	18615	7
	4673	10960	7
	1405	11640	1
	2573	8522	8
	2400	14237	162
	3236	25599	3
	5096	20908	16
	6275	62503	55
	3500	180803	56
	4645	14742	255
	3869	11238	6
	8083	14767	3
	3513	11623	8
	4001	15401	6
	3727	15372	6
	1627	5903	226
	7028	42662	123
	6379	54249	3
	3221	14951	5
	3320	37132	57
	5159	23058	73
	4503	22327	3
	3484	13463	7
	3491	10231	6
	4109	15897	9
	2561	23648	7
	4069	38365	6
	2256	17972	5
	1488	28683	4
	2721	11812	6
	3462	10649	3
	3001	15531	113
	5437	51185	4
	4440	15419	47
	2948	6902	9
	3422	27017	6
	3589	49356	61
	3990	10735	2
	4124	10140	58
	3000	9680	1
	5313	15477	47
	1865	23172	5
	3216	19678	2
	5349	11031	3
	6701	31413	7
	2893	11504	39
	7314	14143	87
	4623	13096	170
	1641	12771	38
	5721	6288	6
	3421	21466	9
	5302	1011	5
	4574	13356	5
	1505	15228	129
	3771	17571	7
	1789	12743	7
	3850	14534	2
	4853	23528	80
	3119	6369	57
	3208	12256	5
	3673	20173	6
	2626	15493	6
	5703	5959	7
	4634	13325	29
	4309	15697	67
	2901	3403	51
	4493	8117	5
	1885	23548	60
	2040	16673	8
	448	29201	10
	2750	16581	52
	2982	11924	31
	3471	16320	263
	8955	7212	4
	8476	14792	221
	7942	19623	127
	3990	10627	4
	3064	18335	2
	3495	19072	3
	2323	22259	3
	1737	12112	12
	4228	11288	7
	3039	16708	27
	3773	17627	1
	3730	16576	90
	8909	133953	12
	4156	15190	3
	3204	11010	217
	3452	45086	4
	5028	6183	2
	4134	12491	58
	6092	25365	11
	4065	21372	59
	3080	7446	58
	1592	16092	5
	2945	57178	2
	1431	6829	8
	4824	35407	110
	3439	23249	105
	2928	5967	3
	2528	23850	3
	4182	16135	4
	1915	20305	70
	4500	14054	25
	7876	10811	3
	6533	17005	21
	1696	7547	2
	4249	14390	74
	4984	12431	111
	2964	9890	77
	9320	25644	98
	3172	12870	2
	3390	16237	145
	3885	12499	74
	2521	13388	292
	3104	14549	1
	6083	13744	9
	2269	13190	2
	536	15515	2
	4476	7923	3
	2193	21596	45
	3110	1152	58
	1812	19813	4
	3833	16399	8
	2660	13879	27
	4865	5922	4
	2194	12181	4
	3527	16026	2
	3687	24426	183
	2592	15067	5
	3927	12787	3
	4544	21906	2
	5008	30272	10
	3951	17652	69
	583	16326	262
	6516	23319	14
	2435	13447	57
	3518	6471	215
	4551	9744	6
	2621	10180	6
	2225	15400	3
	4160	38170	168
	2761	26322	170
	8128	18071	2
	2265	22624	125
	805	10998	4
	3363	28936	4
	4376	22658	56
	3459	29014	1
	3932	37379	9
	2668	30375	90
	3957	23376	58
	6912	9395	6
	3421	11212	3
	4016	10143	4
	4576	8949	4
	4515	27763	70
	5123	22265	74
	3405	15470	7
	5497	11185	218
	3413	9415	2
	3615	12489	2
	2602	9629	4
	2872	23239	15
	5047	9266	53
	5606	31303	5
	5887	32084	8
	4411	16586	60
	4258	6109	85
	3113	10673	2
	4329	15765	2
	2809	7993	71
	3209	29684	235
	2861	6444	6
	2310	8957	89
	2243	11809	45
	2497	16719	3
	4557	35028	3
	3174	23436	4
	3169	10949	10
	1585	10771	59
	4289	30009	8
	581	6580	5
	1848	9413	51
	3251	14190	48
	246	13857	24
	1474	10576	1
	3001	17664	2
	3441	22224	6
	4505	9215	129
	3125	13880	244
	4178	14781	249
	5467	13328	4
	3828	8217	6
	2404	25561	5
	1355	17824	2
	6620	15190	2
	2525	14711	1
	3736	20239	82
	4103	9386	4
	11140	30228	4
	6193	3256	69
	3403	20238	6
	1353	3382	1
	3888	22210	3
	1726	20211	1
	2792	11232	10
	4665	7226	68
	4834	10166	178
	3130	18582	2
	4738	14532	40
	2817	15055	1
	3628	14871	4
	4159	16014	3
	4961	14678	13
	1244	7976	2
	4633	20748	37
	4108	19772	59
	3323	46872	77
	7837	12005	10
	4100	4299	6
	3013	22846	2
	2393	40136	6
	3969	22920	3
	2757	37827	53
	2844	12531	7
	2281	10177	6
	3230	12941	5
	3454	8653	71
	2657	8419	2
	3509	10235	63
	6578	44585	6
	3815	25457	6
	3774	15150	6
	1937	8215	6
	1546	13085	4
	2250	10409	60
	4319	18778	10
	2443	12786	1
	3630	13906	68
	4054	10356	64
	7131	14098	96
	3949	31324	7
	4126	12931	2
	5495	23949	10
	2351	6205	3
	8369	17754	12
	3530	95813	216
	5708	12119	237
	2204	15832	1
	4695	33658	8
	21	7143	98
	5614	16113	5
	1597	31672	4
	2407	14899	131
	4530	15363	1
	4047	6332	3
	1904	36688	92
	7335	14301	7
	3242	114	1
	978	14518	6
	1403	7476	3
	2707	16526	1
	4956	15037	4
	3510	13616	5
	4926	16186	5
	4173	7468	220
	7096	14975	12
	3894	22533	122
	3173	19627	2
	3445	13928	7
	3285	17161	1
	3093	7310	10
	2578	10220	80
	3607	13711	3
	1694	6801	377
	2076	4890	2
	3186	18848	75
	1407	25352	28
	4100	9822	3
	7137	14902	2
	7046	23941	76
	2732	5906	50
	1916	71454	1
	3244	14358	3
	6972	25147	21
	3258	16307	2
	1225	18358	11
	5048	9360	7
	4705	10250	110
	4707	6988	1
	4772	18115	1
	2918	33712	14
	4269	50219	58
	2298	16849	84
	1686	12529	1
	4632	14758	10
	7034	15687	3
	4303	37986	3
	5044	11322	62
	2287	10839	1
	2865	13184	209
	2621	10184	1
	2012	11786	73
	2108	30582	7
	3427	11270	71
	5815	28264	2
	876	11229	4
	3095	16478	23
	568	17641	1
	3101	14404	2
	2523	12801	2
	4218	23495	141
	2116	15994	7
	3609	14471	6
	5795	58240	94
	7271	12534	2
	1926	13500	2
	4009	19321	90
	3764	11422	2
	5156	9222	10
	3151	13937	6
	1674	15519	12
	2120	30706	12
	9705	3871	4
	1528	16523	90
	847	11948	11
	2773	10938	4
	3262	29183	2
	2278	10617	51
	4455	14385	44
	5755	10128	5
	5139	30122	79
	2409	19401	102
	2492	13309	2
	4143	42723	30
	3316	25496	4
	2640	25689	149
	7750	20703	33
	4520	33982	2
	2363	50955	56
	2756	14198	52
	2370	18816	4
	3444	50364	22
	4299	13224	2
	4210	10385	6
	4023	29646	51
	2137	3557	103
	3377	10048	72
	4336	23188	2
	2924	25603	2
	4095	15571	1
	3844	16183	2
	5418	32427	1
	858	19291	2
	989	26012	62
	4707	22230	87
	9009	33227	116
	5398	15612	2
	2428	26451	90
	372	24654	2
	2103	29322	27
	3974	10923	1
	3541	14318	11
	3513	9277	9
	3585	19591	87
	3244	67269	3
	2051	10739	73
	3711	10628	7
	5583	16571	66
	6961	27410	2
	5070	12629	43
	7251	13560	56
	7808	22862	6
	3637	32905	86
	2584	30672	56
	3715	20168	7
	6682	33823	35
	2936	30252	115
	2500	12425	10
	8391	20078	1
	3813	62443	3
	2944	66357	3
	3654	27095	67
	4462	7019	170
	601	11567	95
	1336	19151	308
	4200	19603	3
	4964	13377	75
	3054	27771	2
	5795	19893	10
	2191	6369	6
	511	15837	12
	6617	12020	5
	2290	50493	58
	4462	10460	64
	3078	10686	79
	3500	44049	44
	2947	14474	11
	1872	11469	1
	4365	9556	6
	2962	11663	2
	4697	13950	3
	4481	37987	154
	1922	67183	8
	6273	9961	65
	3071	11550	2
	5185	23596	4
	8155	22872	77
	3738	11683	10
	3764	5312	2
	3690	34836	92
	3717	14250	284
	2228	47165	15
	4108	78849	289
	2998	7155	2
	3284	15545	271
	5384	11704	2
	4016	12450	2
	4255	35145	57
	3069	17737	3
	3207	14814	271
	2558	35012	101
	3460	12892	8
	3705	14918	94
	2776	16383	3
	4164	12632	140
	2234	6719	3
	4118	30727	85
	3878	29948	27
	2806	14118	2
	2111	12811	74
	1874	13255	1
	4994	17125	6
	2512	42312	46
	2692	12635	343
	4993	24398	48
	3405	11470	7
	3813	11777	31
	2077	12364	128
	5085	16026	3
	2528	35858	2
	4133	20205	2
	3233	33771	50
	4480	14878	4
	4674	12898	1
	1843	11086	68
	2443	64985	53
	4915	42274	334
	4204	12015	2
	460	14448	1
	2529	11454	2
	4297	19612	47
	5584	31130	62
	6034	33880	52
	9641	33406	105
	4310	9635	21
	623	12416	9
	2050	48290	4
	2254	31746	4
	4082	22691	6
	2632	13629	4
	1577	12075	54
	2608	23273	3
	3516	52942	67
	5740	43972	1070
	6790	10371	1839
	2432	15670	52
	1779	19737	1
	2887	47956	64
	2792	44064	7
	1528	9068	71
	2741	35521	84
	3783	14682	52
	5418	20931	1
	6573	25223	12
	6754	10808	5
	6344	39931	2
	7461	13263	5
	6322	10381	2
	5239	11264	90
	4780	38495	95
	115	13712	82
	4131	12539	3
	5977	6526	2
	2708	26589	72
	4170	27914	6
	4588	22266	5
	8068	18019	6
	2859	16210	97
	3310	10575	4
	1617	3533	51
	3717	11905	9
	1630	31807	3
	2974	29783	1
	3736	12935	3
	6270	29456	136
	4628	14680	1
	2874	22587	109
	6523	12098	9
	2928	9525	3
	2446	14519	44
	5118	15150	7
	5785	34904	9
	4126	29265	96
	5218	11248	2
	3824	4091	4
	3669	31299	3
	4790	15751	6
	2299	6854	3841
	3381	14542	7
	1250	11	2
	8992	28124	66
	4634	20089	64
	817	18900	7
	4204	67259	5
	3553	23868	1
	3854	27573	52
	1595	10761	97
	5826	13783	1
	5319	19856	5
	6388	11829	11
	2604	11829	77
	3862	16944	6
	7342	12639	5
	3434	18310	50
	3927	32221	1
	1974	22381	130
	4380	14086	1
	4578	13585	2
	4322	15321	2
	3001	20125	2
	2181	13030	107
	6937	24056	6
	4600	9923	3
	4060	28993	1
	3900	21174	47
	8121	19566	3
	3261	30570	4
	3115	10668	4
	4013	19292	2
	4625	7768	1
	2666	25654	1
	4859	12179	2
	3489	22609	7
	2140	32465	1
	2662	28315	103
	3143	1954	58
	2425	24269	3
	5035	22417	3
	3105	4871	2
	7161	10406	2
	5650	26530	86
	3048	24039	8
	851	52951	4
	2774	10071	7
	4663	41650	1
	4966	9898	6
	3386	28122	2
	3392	33655	1
	5840	25220	6
	2739	53712	34
	5356	23830	4
	1642	24621	2
	3229	13668	1
	2339	14434	1
	2606	17287	3
	4079	12288	2
	3979	12114	8
	4366	23099	236
	4086	30930	343
	1988	13278	5
	5438	20023	2
	7005	13088	4
	5718	15194	35
	4054	3953	1
	7356	11399	3
	6466	12804	5
	2237	15028	4
	3263	12329	2
	3781	3686	96
	4741	27986	105
	6353	20730	6
	3765	3333	3
	7034	4006	87
	4475	12842	2
	5003	3776	2
	4370	5452	10
	3283	13518	43
	4316	12445	75
	299	15820	6
	4811	25566	6
	2956	13744	100
	4827	11840	2
	4626	40606	2
	3570	12873	179
	3937	10184	29
	5156	12029	148
	5332	3911	3
	3739	10998	2
	1756	10970	70
	3311	35222	4
	4471	14637	3
	5889		2
	2094		79
	2804		6
	3246		96
	4515		1
	3215		1
	4239		3
	6335		55
	2840		50
	5944		3
	701		55
	3678		2
	2745		12
	5095		77
	2870		6
	7930		3
	4877		2
	2717		10
	6869		2
	3329		240
	2067		2
	3921		8
	3145		54
	2256		15
	2753		3
	2166		78
	3617		62
	2173		147
	4316		1
	4169		1
	3454		4
	1287		1
	8422		5
	5238		122
	10118		177
	2361		6
	4921		5
	2946		1
	2029		64
	2816		1
	3222		5
	3757		106
	4492		4
	3660		1
	2060		257
	2966		2
	5234		3
	2740		427
	1828		9
	2225		5
	5581		201
	555		2
	2759		4
	5081		1
	4890		5
	5684		1
	7596		6
	2127		1
	4195		6
	3113		99
	5131		116
	1376		1
	4061		15
	5084		31
	1109		117
	9143		3
	499		7
	3923		225
	3287		5
	4621		2
	5935		2
	5332		86
	5850		6
	4613		98
	2416		1
	2500		3
	2784		15
	3722		6
	2530		7
	2546		107
	4158		7
	3263		3
	4281		6
	3696		5
	2651		2
	7977		5
	3696		3
	3244		2
	1350		94
	3661		73
	4753		59
	2667		4
	5176		6
	2327		9
	4223		8
	1712		1
	3075		8
	4524		1
	6099		2
	4779		53
	6456		6
	5534		8
	4123		7
	3533		3
	3621		46
	3635		6
	3414		6
	1446		241
	1438		2
	5667		3
	2219		67
	4507		82
	5821		5
	2027		4
	3234		6
	7159		6
	2043		1
	3259		246
	3339		88
	1954		2
	3934		62
	4594		9
	2883		6
	2273		8
	2388		2
	1651		5
	6963		3
	4282		2
	3358		7
	2328		5
	3383		6
	3690		98
	3449		6
	5011		57
	4964		3
	3896		7
	5931		50
	3717		2
	3169		2
	4089		6
	2092		4
	6846		7
	2836		86
	853		237
	2067		6
	5702		3
	4258		15
	2999		274
	3134		1
	1615		2
	3715		6
	2902		49
	2778		2
	2965		3
	3808		8
	6395		229
	5606		6
	4037		1
	1628		3
	6156		79
	3171		270
	5767		69
	2124		2
	4048		67
	2426		7
	2335		8
	4943		28
	1584		1
	5729		231
	3925		3
	2014		5
	2820		2
	3422		46
	2554		2
	923		9
	3657		69
	4683		3
	5294		105
	6239		11
	1352		3
	8733		6
	3764		133
	1950		70
	2196		3
	3730		5
	8673		7
	2334		52
	4987		185
	11481		1216
	5712		8
	3848		7
	531		107
	5596		57
	5782		6
	1566		3
	3602		3
	4267		104
	2656		1
	6606		9
	6105		78
	3293		43
	4714		5
	2073		1
	3411		58
	3491		56
	4276		1
	3427		2
	3590		1
	3268		7
	2760		7
	2661		6
	4388		1
	5261		13
	3444		2
	7301		45
	2486		2
	3641		12
	2894		77
	3267		86
	3424		4
	9110		7
	5197		3
	5678		64
	9643		3
	2984		2
	5703		2
	4102		94
	3082		2
	1841		7
	4051		7
	4892		6
	3241		44
	2989		6
	4165		3
	6040		2
	1927		5
	2215		2
	3575		9
	4789		2
	6029		2
	3553		7
	2341		6
	4820		98
	4978		1
	3140		2
	3194		239
	4701		48
	5001		2
	4926		2
	2071		2
	4590		1
	8789		293
	5740		8
	4078		8
	2319		1
	3230		6
	2896		64
	5186		91
	3522		1
	3712		3
	4754		7
	3409		95
	4769		150
	3599		272
	2108		7
	3981		60
	3813		42
	4293		2
	3870		3
	4177		3
	4016		2
	4037		82
	4055		7
	1694		6
	5622		8
	1463		53
	5405		3
	3787		12
	3778		86
	5906		6
	3688		6
	2256		54
	2694		3
	3126		3
	2504		4
	2700		6
	3766		1
	6204		120
	4076		11
	1324		62
	2792		5
	3669		4
	5542		3
	3371		1
	7114		1
	7285		41
	5603		6
	2311		2
	3539		83
	4956		1
	1995		4
	6965		5
	2857		65
	3134		461
	4401		55
	1732		2
	4674		55
	2816		1
	3054		7
	3784		2
	3255		63
	4082		2
	1317		2
	3115		2
	3175		1
	7828		1
	4570		1
	7341		80
	8450		1
	3649		8
	3738		2
	4048		62
	8486		123
	3023		130
	1649		1
	5473		2
	1086		67
	3003		3
	1471		12
	3466		1
	2995		6
	3703		117
	1467		54
	3215		70
	2025		16
	2946		5
	2913		178
	2003		2
	3812		3
	2363		2
	3340		8
	2093		7
	2837		82
	3075		60
	4009		77
	6283		7
	2965		10
	3722		2
	3904		909
	3468		2
	4231		20
	3865		2
	2032		4
	7037		7
	5155		48
	4732		2
	4866		146
	1600		2
	1523		51
	1136		3
	2503		1
	4778		2
	2874		2
	4409		4
	2883		62
	3527		2
	6324		9
	2455		2
	4450		3
	8327		5
	3316		52
	6533		2
	2078		9
	2844		2
	4090		3
	4229		173
	5636		11
	2934		2
	3386		1
	3616		93
	3225		1
	5761		1
	3120		72
	2803		221
	2682		4
	3068		5
	5828		9
	3664		16
	1364		42
	3805		3
	1994		4
	3150		1
	8549		10
	4698		6
	8721		10
	2771		4
	5179		91
	3715		62
	4786		291
	8025		4
	3187		3
	5133		43
	4481		1
	1376		6
	4097		4
	3752		1
	1771		5
	4219		4
	3322		3
	4679		97
	2236		67
	5059		6
	2856		31
	1336		6
	2977		6
	4353		2
	3828		6
	9287		6
	2898		1
	5817		4
	4128		9
	3073		9
	3484		56
	3878		3
	4295		2
	3698		79
	4579		68
	6232		1
	4482		3
	3572		3
	3488		1
	3428		85
	3411		8
	3323		4
	4978		4
	3899		2
	3754		159
	4205		7
	4154		6
	2995		98
	5902		7
