Archaea	Bacteria	Eukaryotes	Viruses
	3143		54
	1681		4
	2082		6
	4313		88
	5880		1
	356		8
	732		3
	3388		6
	2100		4
	3812		26
	2895		245
	2997		21
	4049		38
	6731		65
	4733		2
	4267		11
	7724		6
	5791		210
	4842		7
	3981		5
	2587		2
	4169		3
	8104		6
	1901		38
	5596		33
	4677		50
	2740		57
	4162		4
	8295		6
	3346		6
	3058		291
	3187		3
	5856		80
	2571		67
	5137		221
	6498		7
	2924		4
	5269		77
	2179		2
	1731		2
	3437		55
	4667		2
	4363		50
	4264		6
	4993		4
	4433		95
	2348		1
	4565		11
	2029		3
	3328		2
	625		50
	1762		83
	1923		130
	5271		4
	4033		72
	3840		3
	9038		2
	1568		3
	5563		215
	2675		5
	8646		1
	3892		2
	3173		42
	4001		46
	3585		3
	1471		2
	1844		5
	2897		81
	5430		157
	3413		163
	4290		4
	3054		6
	4651		2
	9083		5
	2292		6
	3469		69
	3923		73
	390		3
	4946		2
	10244		1
	2244		8
	3212		9
	3487		172
	2865		5
	3097		7
	955		1
	6551		28
	866		8
	4104		5
	2939		2
	3587		60
	2903		67
	2848		61
	3609		97
	3514		2
	2368		5
	4883		100
	3804		45
	2782		126
	4039		7
	4253		534
	4018		62
	3325		103
	5454		3
	3606		5
	5363		4
	6507		46
	5893		47
	1003		47
	2783		48
	2463		70
	1364		26
	3280		1
	3391		2
	4919		46
	4336		2
	5631		51
	3412		6
	4898		72
	4378		2
	5140		5
	4265		1
	7275		2
	3747		13
	3960		2
	2990		3
	5774		3
	3460		75
	4089		140
	4296		5
	3721		3
	3527		62
	6124		73
	3886		56
	4379		81
	2916		91
	2019		1
	2379		5
	2042		6
	4679		4
	2916		27
	4356		59
	1463		65
	3733		9
	2375		32
	2463		46
	2889		2
	4792		1
	2521		5
	2847		2
	5902		37
	2481		1
	2934		1
	3034		94
	3067		77
	2956		15
	4923		5
	5032		51
	8519		13
	2989		6
	2367		6
	2414		2
	4393		5
	2671		4
	2869		64
	4173		104
	2614		2
	2636		7
	7404		90
	4578		95
	2400		8
	5980		53
	2803		94
	3053		2
	2599		3
	2937		5
	2936		97
	5605		1
	2660		2
	5752		5
	5020		53
	3341		6
	3685		70
	3273		4
	3925		59
	4010		2
	1930		5
	4485		129
	1869		2
	2289		3
	7007		194
	6361		60
	5075		3
	3382		54
	6225		49
	3561		57
	702		71
	3398		56
	4522		2
	5248		5
	8959		4
	689		4
	3119		169
	7187		60
	4622		8
	3169		68
	3346		4
	4708		48
	2132		9
	4262		62
	6655		1
	2967		57
	2802		70
	4963		203
	3664		4
	5689		8
	2821		7
	3944		4
	2871		4
	1801		91
	1352		2
	4431		1
	4889		57
	1504		56
	3882		114
	8898		8
	725		8
	4412		101
	1827		4
	2366		3
	1649		3
	4259		10
	4184		60
	2421		45
	2282		3
	3055		37
	2002		67
	1145		10
	2710		2
	9009		4
	4136		2
	5119		57
	7682		52
	8491		15
	1334		2
	7592		73
	2152		1
	4801		2
	3342		294
	7365		5
	1860		273
	1326		6
	2864		35
	2229		62
	4193		15
	3874		2
	3056		2
	1059		3
	3013		1
	3578		5
	3218		5
	3100		11
	1745		51
	1709		2
	3261		55
	3582		126
	6068		5
	3358		1
	5129		12
	4186		201
	3760		1
	4304		3
	1036		4
	4999		3
	1672		8
	5057		229
	1550		2
	4196		5
	1631		5
	6859		230
	4204		43
	4505		8
	1263		192
	3170		4
	3994		2
	4249		65
	3626		2
	3667		127
	2248		2
	7316		8
	2194		2
	2956		100
	3527		125
	2804		1
	1608		53
	4103		3
	5596		9
	6507		2
	2593		2
	2550		7
	4245		57
	4711		11
	2630		3
	2951		234
	2473		74
	2109		2
	2623		1
	3514		4
	7973		49
	6894		14
	3375		56
	5974		4
	4266		5
	1598		2
	5021		94
	2181		76
	2470		5
	1795		91
	3397		12
	5643		5
	5063		1
	2976		57
	3300		2
	2908		2
	3169		2
	2385		244
	2401		1
	4206		2
	2026		77
	3470		1
	5986		3
	2654		96
	3525		76
	5672		37
	4896		2
	1442		2
	10549		2
	3205		3
	3342		2
	2172		98
	2188		7
	2118		2
	4480		2
	3846		1
	3744		129
	6304		8
	2342		1
	5353		47
	4043		75
	2787		94
	6118		184
	3743		4
	2643		174
	2423		5
	4431		2
	2990		6
	2411		54
	990		2
	1549		2
	2844		58
	2637		2
	1168		68
	4911		5
	6187		95
	3572		5
	3593		7
	2347		4
	2556		2
	2448		47
	3837		6
	2052		2
	4646		6
	3976		3
	3871		2
	2824		68
	3187		55
	2412		3
	4312		6
	6920		7
	2200		67
	3704		5
	3500		4
	5301		1
	2131		55
	3691		3
	2650		2
	3126		5
	3964		3
	1590		68
	3602		6
	5562		56
	4253		91
	3869		2
	3897		143
	2881		6
	4770		5
	3503		12
	4561		3
	2684		2
	5301		5
	7440		1
	3157		2
	4173		30
	3377		98
	8134		5
	5735		55
	3182		34
	3865		2
	1943		66
	5419		4
	6692		1
	4518		2
	9570		125
	3184		2
	3962		77
	2819		1
	3544		3
	2566		120
	2818		9
	3017		72
	134		79
	3137		1
	3756		4
	740		1
	2153		6
	2569		1
	3230		3
	3776		3
	2311		6
	3352		57
	3957		63
	4342		2
	1926		2
	6269		105
	2774		2
	4002		83
	3459		60
	3415		4
	3634		59
	4175		3
	5275		7
	3697		1
	3555		5
	3712		93
	2644		1
	2595		54
	4049		355
	2836		12
	4212		104
	671		91
	4910		2
	3020		7
	8567		6
	3044		173
	2869		3
	3542		7
	4340		53
	3418		104
	4035		5
	2163		78
	3689		6
	2521		52
	4006		165
	1904		2
	3141		1
	2189		10
	3588		3
	3378		1
	3630		4
	2894		42
	2269		3
	3374		84
	3415		3
	6442		74
	6148		7
	6527		69
	3051		2
	1918		4
	6340		231
	5900		6
	6607		4
	3200		58
	4760		3
	4741		4
	2406		4
	4551		44
	2257		78
	4053		7
	1842		1
	2839		2
	2560		6
	3360		2
	1916		50
	2724		2
	4762		2
	2413		2
	3157		12
	6300		54
	3740		96
	447		2
	6283		1
	3906		6
	2756		11
	3854		2
	6678		4
	3692		2
	5982		1
	2595		8
	3170		67
	3173		8
	3172		6
	4219		229
	2763		555
	7549		44
	3908		2
	6851		10
	2228		1
	5173		5
	6824		5
	2883		5
	3982		7
	4348		1
	3201		71
	2825		1
	4129		4
	3639		68
	3528		4
	5401		3
	4073		62
	2451		2
	4113		7
	6943		5
	1937		60
	6478		87
	2315		2
	4496		130
	7671		6
	1686		50
	6556		196
	3590		2
	4154		3
	3515		153
	4209		24
	2591		1
	4231		5
	4124		4
	2237		3
	4844		76
	4413		3
	1609		2
	3565		2
	527		5
	3456		85
	2711		66
	3628		2
	2796		3
	3901		3
	2743		2
	3934		2
	3985		51
	3483		2
	4391		4
	2513		13
	3897		7
	1213		88
	2418		11
	3670		5
	3926		75
	3422		3
	2117		2
	3484		49
	1846		2
	3235		1
	2413		76
	3219		5
	7849		6
	1208		6
	3914		86
	2590		5
	3628		2
	4502		56
	10018		4
	4968		1
	3410		69
	3036		2
	2123		5
	9167		9
	237		106
	5672		1
	4203		1
	5332		2
	2420		144
	3558		130
	2130		2
	2783		97
	1458		1
	4956		95
	3798		1
	2843		4
	5619		118
	3126		3
	5269		1
	1647		64
	3520		6
	3165		75
	2626		88
	4309		2
	3659		4
	2897		75
	3792		4
	3981		1
	3048		74
	2435		3
	1661		2
	2904		93
	3244		3
	6189		5
	4797		1
	3693		47
	4260		3
	7369		3
	2747		2
	3901		2
	2792		77
	3355		1
	2024		88
	7309		57
	3985		2
	3180		10
	3049		3
	3431		1
	1654		17
	5667		4
	6179		7
	7589		5
	7042		22
	3849		2
	4832		1
	3070		80
	3479		11
	3187		1
	5375		132
	4446		248
	4539		4
	2926		2
	7213		145
	2317		21
	4276		40
	3852		2
	2074		3
	11313		3
	3317		81
	3686		2
	2893		35
	3493		43
	4337		1
	3413		7
	7394		12
	6031		52
	4747		53
	7570		1
	3780		3
	3464		6
	2462		51
	2854		1
	3136		97
	3895		3
	2409		2
	3014		6
	2661		57
	3621		7
	2220		3
	2981		290
	3376		5
	2620		74
	2422		240
	2044		1
	1723		202
	3516		1
	5658		2
	4274		1
	1921		345
	4908		1
	3145		4
	3946		2
	6014		1
	2261		3
	1972		4
	3593		4
	2083		253
	4057		209
	777		6
	11276		6
	2538		2
	2986		6
	2661		2
	4404		136
	3197		4
	6172		2
	4172		7
	5685		1
	2641		98
	2311		6
	2806		2
	3732		3
	2482		71
	3334		5
	3193		2
	6995		2
	4959		53
	1927		6
	4024		5
	1662		1
	1613		5
	2691		238
	2722		156
	1649		52
	4159		848
	5014		3
	2895		2
	2330		12
	3350		2
	3090		54
	5884		99
	3581		6
	2066		2
	3799		2
	3255		7
	3991		2
	4439		104
	2382		101
	3419		1
	6976		2
	4708		79
	5300		80
	6979		2
	4253		6
	5116		5
	2905		28
	3533		1
	4472		3
	2304		95
	5425		82
	4197		1
	4462		4
	2724		238
	2665		1
	4337		3
	3982		2
	3139		1
	2850		47
	7035		49
	3588		50
	1496		7
	2802		3
	2594		2
	4420		68
	6189		2
	2826		6
	2579		3
	3031		1
	5271		5
	2144		56
	4103		1
	3915		31
	4299		2
	493		256
	8041		2
	1932		6
	3921		7
	4751		3
	2863		5
	2994		2
	3314		49
	4521		5
	2958		55
	5142		2
	6496		64
	3544		6
	2950		91
	2530		2
	4210		13
	2097		1
	3792		2
	3187		49
	2051		1
	2717		2
	3398		5
	780		73
	1024		207
	5828		2
	4355		4
	3425		4
	3024		10
	2529		1
	4181		92
	9412		1
	3645		1
	5009		6
	2803		5
	2977		1
	8703		57
	3108		56
	7895		3
	3372		27
	3564		58
	3281		2
	2314		8
	3288		3
	2679		90
	3100		1
	2425		2
	4016		5
	3038		3
	5307		2
	2736		1
	2692		2
	5141		2
	7259		7
	2524		57
	3839		5
	2673		4
	2424		9
	4028		107
	2913		2
	4771		5
	5056		70
	4080		2
	2899		3
	3791		3
	4617		46
	8678		60
	3255		5
	4235		5
	1751		3
	2594		4
	2143		5
	2909		4
	3115		1
	2592		4
	3070		234
	2663		7
	2701		38
	3633		81
	4781		2
	7078		4
	4119		3
	6582		2
	3295		8
	2566		66
	4426		139
	3236		77
	3719		3
	4763		5
	4638		2
	2974		50
	4582		83
	5159		44
	1550		1
	3053		95
	3717		1
	3225		71
	6583		2
	3429		2
	2723		6
	688		97
	4052		38
	5329		5
	2381		64
	2745		85
	2697		1
	4187		2
	7295		71
	2724		2
	3521		54
	2537		114
	3698		193
	5139		9
	3857		1199
	5186		2
	7717		2
	2493		37
	4122		37
	6118		110
	4105		228
	5941		6
	3680		3
	3404		2
	3538		97
	6273		2
	2511		3
	3504		2
	4702		2
	2060		47
	2051		105
	2758		152
	2812		5
	3963		90
	3631		2
	4329		52
	2892		1
	4026		69
	3319		2
	2021		3
	3767		178
	3259		7
	4856		1
	1896		1
	5348		202
	9393		106
	3628		77
	1935		2
	2554		2
	779		60
	1930		3
	2887		2
	2221		3
	3926		3
	2552		64
	4410		62
	6030		97
	3194		2
	3048		1
	2020		84
	1563		2
	3974		58
	4827		2
	4275		59
	4286		3
	6566		2
	7387		91
	2981		3
	2732		4
	3488		268
	2698		208
	2406		2
	3532		3
	3825		9
	3139		6
	4300		6
	2790		43
	1983		3
	2103		48
	2929		2
	3600		209
	3411		3
	3193		2
	6848		2
	5119		367
	3442		12
	7450		72
	3217		6
	2953		1
	3368		61
	3794		6
	3192		2
	4559		1
	4233		42
	2245		2
	3650		36
	2136		2
	3677		24
	2921		88
	3795		643
	4954		2
	3064		1
	7105		2
	3572		1
	3721		3
	2926		123
	2289		136
	2772		269
	3549		6
	2258		87
	382		3
	5593		4
	4261		6
	5134		317
	3028		93
	3510		69
	2794		1
	4071		15
	5693		177
	2689		6
	1267		1
	3736		78
	6323		1
	5211		127
	1609		2
	3136		2
	2923		5
	5537		203
	3985		1
	2508		65
	3582		229
	5019		56
	6429		3
	7193		2
	3054		333
	1550		1
	2715		46
	5872		87
	5164		5
	4556		5
	4404		87
	5982		1
	4564		78
	7400		4
	5158		1430
	6271		4
	2530		62
	1536		2
	9243		89
	1841		3
	2365		281
	3855		2
	5493		1
	3710		2
	7903		40
	4547		53
	2553		3
	6020		2
	2335		2
	7729		66
	5321		7
	4543		3
	4646		2
	3828		94
	5392		112
	6192		25
	5564		64
	3653		2
	3137		80
	7353		6
	5913		8
	2758		1
	3817		45
	2107		1
	3133		147
	3819		5
	2053		12
	2543		69
	2275		67
	3075		2
	3206		4
	3808		75
	3608		4
	3276		5
	4150		2
	3542		69
	4627		1
	529		2
	3403		64
	712		2
	4486		83
	4147		56
	3335		69
	9207		2
	2116		3
	1889		5
	3781		12
	6294		2
	2879		7
	1968		3
	3617		3
	3396		64
	10138		3
	4391		68
	1930		2
	4094		2
	3744		18
	7263		2
	2681		1
	4539		52
	1546		257
	7997		2
	3214		2
	2391		5
	4331		45
	5982		24
	7450		2
	5356		66
	4168		2
	4624		83
	4280		16
	3379		56
	1866		2
	3253		6
	2891		64
	1327		1
	5545		2
	7748		51
	5879		57
	2484		7
	3781		3
	3989		4
	4715		5
	3735		55
	2949		2
	10809		65
	4320		1
	3181		3
	3706		3
	5889		146
	7480		80
	3241		86
	6536		5
	3476		1
	4776		68
	6643		76
	2342		2
	2675		46
	4147		406
	3510		6
	8072		90
	4189		53
	2810		220
	4059		1
	4253		3
	6724		3
	3065		5
	3284		117
	3883		2
	3677		52
	5456		2
	3624		5
	1518		1
	2260		67
	3017		113
	4392		2
	3763		2
	2352		52
	3068		3
	9362		103
	2892		93
	3594		103
	2809		2
	3047		234
	2355		1
	1259		72
	2215		2
	5601		98
	2498		2
	3434		24
	3897		1186
	3918		59
	4433		126
	4374		6
	6167		2
	3699		39
	2674		2
	1914		4
	3081		7
	4574		63
	2260		3
	2772		54
	3277		2
	2544		2
	3454		2
	4966		2
	6213		51
	3184		3
	3140		4
	6830		2
	3189		5
	3414		2
	5180		50
	2923		61
	2974		4
	4438		53
	3018		2
	5204		47
	3848		46
	3959		163
	3849		1
	3699		2
	3627		55
	4083		60
	5687		2
	3722		6
	3122		6
	1490		2
	2953		4
	7626		80
	5105		1
	2497		47
	1767		2
	4443		72
	4268		5
	5916		7
	5282		43
	4358		2
	4170		97
	2701		64
	3685		2
	2212		1
	4192		107
	3729		63
	3876		66
	3771		1
	4337		1
	250		73
	4256		2
	1574		2
	3340		4
	2785		1
	3223		2
	3501		2
	4405		46
	7701		6
	2949		2
	3930		5
	5111		2
	1636		61
	3452		91
	3697		96
	2414		90
	5262		4
	3755		2
	2299		5
	6460		1
	2269		4
	3967		62
	2512		7
	2480		10
	2886		2
	6505		48
	3682		235
	2618		4
	3815		91
	3420		4
	3863		2
	4548		5
	4120		3
	7693		61
	2920		1
	4615		2
	3344		88
	4215		1
	3972		39
	7556		1
	6183		5
	10240		1
	3468		10
	2917		58
	3112		165
	2225		1
	2588		2
	2832		6
	2837		6
	2640		2
	2911		67
	6297		62
	4681		1
	4011		2
	3069		2
	4798		7
	5195		1
	7556		185
	4260		48
	4942		75
	4445		59
	3891		6
	4752		2
	4634		2
	2691		1
	4049		48
	3784		202
	2283		3
	9326		9
	701		1
	3109		2
	3851		2
	1814		127
	4089		3
	5273		23
	4386		38
	5209		2
	3368		86
	4794		2
	2645		9
	3790		182
	2045		2
	3008		1
	3852		5
	4392		2
	4752		6
	1617		4
	465		2
	3314		65
	3771		48
	3434		44
	5774		7
	3757		8
	3450		3
	6563		131
	3536		2
	4089		318
	5663		2
	3548		1331
	5230		5
	3532		2
	6112		2
	3287		2
	3938		35
	2739		2
	4932		5
	4472		4
	3605		2
	2505		70
	4515		46
	4440		3
	4790		2
	2930		82
	1991		2
	6085		87
	4962		1
	3229		7
	4800		1
	5387		95
	4784		3
	3409		153
	3955		2
	2454		63
	3034		2
	3570		2
	6556		25
	3485		6
	5402		8
	5520		6
	3136		135
	4119		427
	3680		2
	4319		2
	5843		1
	2986		6
	2278		1
	7946		98
	5599		144
	3202		1
	1736		334
	7136		5
	3550		3
	3964		2
	3094		5
	4474		37
	4009		2
	2981		74
	4393		1
	2967		147
	6300		47
	4918		2
	1893		11
	4456		3
	3309		105
	2216		3
	2118		3
	4792		6
	3558		2
	2062		45
	5072		129
	3624		117
	7955		101
	3080		20
	3041		83
	3631		3
	4287		62
	4434		1
	2103		135
	3389		2
	3683		5
	2857		1
	1395		56
	2518		63
	4994		2
	2733		4
	2911		325
	5975		4
	3580		73
	2464		84
	6725		137
	4387		87
	2713		6
	2811		1
	2608		1
	3111		56
	3511		2
	4593		1
	3716		254
	1049		1
	4304		2
	4867		4
	3811		2
	3382		287
	4454		1
	6152		49
	3127		4
	5663		73
	1441		1
	2725		6
	3581		2
	4735		2
	4503		67
	8901		3
	2527		165
	2879		92
	1685		2
	2431		4
	3344		65
	4347		6
	8519		298
	2136		1
	5695		2
	10212		2
	4830		297
	1574		6
	2950		1
	3965		88
	4717		2
	6190		1
	3700		33
	2888		58
	3417		59
	12105		23
	2054		4
	7025		3
	3520		55
	9510		1
	5477		95
	3471		1
	3467		4
	6452		2
	4836		60
	7005		1
	3753		6
	3696		23
	3096		72
	4109		79
	5019		3
	6669		5
	4456		97
	3386		2
	5472		118
	7068		78
	3816		45
	7781		1
	2549		71
	2341		2
	5998		188
	8132		2
	3896		136
	2414		2
	3743		2
	4508		2
	2661		5
	3434		256
	5061		61
	2654		2
	2112		43
	4539		1
	3291		4
	5113		2
	2620		100
	2539		2
	2596		10
	3409		7
	2920		57
	3501		51
	5586		9
	2837		56
	3845		41
	3829		3
	8299		243
	2644		4
	6264		80
	6551		109
	6445		2
	3036		6
	3922		2
	4686		39
	8638		145
	2655		277
	4316		7
	4039		1
	4740		2
	4063		6
	6678		4
	3563		2
	3942		44
	2522		8
	3568		6
	2759		96
	3074		3
	5987		319
	8055		2
	5145		2
	2501		2
	4378		2
	4272		4
	2134		11
	2209		470
	3129		78
	3270		4
	3747		80
	3323		1
	4437		2
	3729		2
	6850		6
	3860		5
	3090		78
	3695		2
	3801		95
	3242		221
	4807		92
	1788		1
	3762		54
	2060		6
	4092		10
	3780		5
	3840		3
	4924		53
	4954		2
	5762		58
	2565		60
	3768		97
	3061		2
	7493		87
	3779		1
	5074		1
	4631		6
	4993		94
	720		2
	7006		6
	10263		491
	4290		56
	6614		2
	6023		46
	3832		2
	2307		67
	3997		2
	4566		1
	2701		90
	2322		8
	3939		6
	4606		5
	4946		1
	2994		2
	3921		6
	4066		72
	3747		52
	6048		87
	3125		2
	3184		8
	2723		2
	3428		2
	4444		81
	3452		1
	3658		52
	3544		37
	6406		1
	4124		2
	5054		52
	3564		2
	2755		2
	2035		13
	3053		73
	1843		2
	3081		6
	4494		2
	3412		89
	2569		236
	3153		10
	5593		71
	2139		4
	3535		2
	4003		70
	6999		4
	2433		237
	4277		2
	4299		2
	3299		69
	3171		2
	2769		3
	4747		2
	5005		102
	3615		194
	4102		6
	3363		57
	3298		2
	5837		87
	3730		90
	5253		23
	3476		1
	2787		1
	3224		2
	4652		49
	4414		333
	5011		2
	3078		4
	2070		2
	5101		48
	194		227
	1448		8
	4621		1
	6659		549
	2959		1
	2385		1
	6807		43
	2698		7
	3459		1
	4424		2
	4431		3
	2513		83
	3167		79
	3944		2
	2774		6
	6148		1
	5141		4
	2807		2
	5625		82
	3660		2
	2626		2
	7062		2
	3589		3
	8191		43
	131		72
	5417		3
	3125		3
	1690		5
	4203		2
	4535		89
	2137		2
	4386		1
	3186		52
	3682		517
	1842		2
	3537		3
	4680		56
	6427		3
	4800		72
	6817		4
	3405		2
	3412		2
	7228		2
	5193		3
	4538		9
	7355		41
	6901		52
	6207		1
	4362		2
	3747		5
	4767		4
	3007		68
	7272		102
	3424		2
	7307		2
	2590		2
	11115		37
	3134		258
	4842		83
	3597		96
	5900		1
	4025		3
	3023		80
	2935		6
	3833		75
	4966		42
	3944		1
	2094		2
	3212		10
	4133		73
	4117		8
	4295		1
	3410		3
	2546		2
	3874		229
	4242		76
	3011		2
	4228		50
	2512		1
	4687		2
	4393		1
	3383		128
	3241		1
	3352		2
	5268		6
	9970		105
	3772		250
	1835		2
	3674		78
	4027		240
	3018		2
	4085		56
	4029		77
	3964		3
	5086		2
	552		54
	4767		54
	3297		147
	2073		2
	3100		71
	3665		1
	3330		2
	5051		3
	2736		2
	3711		50
	5788		51
	3476		56
	8132		66
	8179		96
	3868		2
	3077		6
	3286		2
	3994		2
	359		2
	3308		5
	1819		61
	3362		45
	900		75
	1671		2
	3753		5
	2504		7
	3615		2
	2621		6
	3979		85
	2881		29
	3842		1
	4868		2
	3170		53
	3885		80
	5818		2
	4006		55
	2526		2
	4084		49
	4709		8
	3009		26
	2509		60
	4371		127
	4924		444
	4694		2
	5933		2
	6769		6
	6320		157
	1636		275
	2391		2
	8883		56
	1994		2
	3429		4
	2531		81
	2462		1
	3874		2
	5125		88
	3437		23
	3370		38
	3948		143
	3838		84
	4052		1
	3345		2
	3211		1
	3810		49
	3882		86
	1708		6
	584		26
	2703		108
	2554		107
	5377		2
	3662		2
	4317		52
	4610		2
	3981		46
	4366		5
	4189		99
	3295		5
	8308		61
	3318		3
	5366		2
	2008		172
	6179		2
	4337		2
	8804		4
	2500		90
	3039		1
	2021		10
	6933		70
	4447		46
	2661		1
	1898		66
	2055		181
	6159		2
	2568		2
	3215		2
	3216		20
	597		91
	5676		166
	4013		4
	3319		75
	4308		92
	2277		236
	3792		4
	6873		7
	3553		79
	4018		116
	4217		77
	5959		104
	6816		4
	2863		50
	3238		233
	3015		93
	3836		190
	4454		8
	3451		3
	4946		1
	3119		56
	3376		52
	2074		76
	4217		1
	3955		2
	4968		4
	7315		67
	2722		7
	5316		105
	5743		59
	1926		107
	2751		3
	3019		1
	4129		6
	7511		2
	3785		92
	4577		129
	2650		41
	2612		52
	3177		8
	4049		206
	4303		5
	9568		59
	2513		4
	2334		2
	3643		84
	5607		2
	4186		99
	7049		1
	3658		95
	1244		88
	3588		5
	3191		11
	3108		3
	3477		58
	2309		93
	2968		84
	3430		46
	2914		5
	5784		3
	8276		212
	2940		6
	2195		1
	3356		2
	4708		1
	4055		66
	4119		2
	3632		6
	3570		80
	6120		2
	2011		120
	3115		1
	4631		2
	3050		249
	3455		3
	3116		96
	2368		5
	3498		5
	5896		84
	3665		2
	2355		1
	2964		149
	4676		47
	2014		6
	2931		2
	2308		118
	3267		3
	5255		69
	5170		10
	7670		3
	4493		4
	3530		55
	6639		62
	3525		143
	2685		76
	2255		2
	4216		6
	3621		2
	2642		5
	2919		67
	4640		3
	2607		7
	4010		254
	3330		56
	3041		3
	3626		5
	2255		653
	3887		49
	2194		3
	3564		4
	2474		96
	6519		60
	3800		51
	4652		139
	2485		8
	3357		5
	2349		64
	2076		541
	2928		1
	3673		2
	3521		10
	3072		1
	3369		88
	3234		61
	3771		42
	3051		6
	3293		3
	3413		2
	3226		7
	3245		2
	3683		8
	2943		2
	3497		37
	1843		104
	2605		53
	3768		4
	8848		4
	5445		60
	3142		1
	3370		77
	4187		54
	2161		11
	3027		62
	7341		51
	2133		3
	563		6
	2325		4
	3000		168
	3857		1
	4394		6
	6206		185
	7783		57
	2765		2
	1957		301
	1914		5
	2921		2
	2958		181
	4294		2
	3622		3
	3001		107
	2618		96
	2141		58
	4547		1
	2834		7
	1688		492
	2118		2
	1667		115
	2875		2
	2313		2
	3612		1
	6567		58
	3708		47
	2943		51
	5968		4
	2673		2
	2483		86
	917		2
	2552		75
	2599		303
	1886		2
	3458		77
	5880		5
	5047		59
	5858		1
	1899		87
	5700		86
	4362		2
	2105		5
	3335		5
	4589		3
	3579		2
	3108		64
	1584		2
	5940		5
	6998		2
	4236		9
	4994		3
	2076		63
	2897		2
	3996		1
	4874		2
	1694		59
	3121		103
	3200		30
	4175		99
	2911		6
	7704		2
	2793		58
	4021		3
	5286		66
	2306		2
	6382		6
	5946		48
	6202		70
	3893		46
	7335		48
	2535		2
	6717		2
	5495		115
	3267		2
	1355		46
	2370		2
	3411		5
	3048		2
	3418		86
	4864		53
	2662		1
	2739		209
	2978		2
	5110		68
	5409		6
	3373		145
	5806		9
	2387		62
	3327		105
	3402		48
	4841		60
	3747		4
	676		48
	2280		4
	3706		68
	5973		2
	210		87
	2605		92
	6297		130
	4524		77
	2146		100
	2357		75
	2793		6
	3848		81
	4286		218
	3211		1
	3659		5
	5099		2
	5120		2
	3156		103
	3800		2
	3635		66
	3662		54
	3401		51
	3130		16
	4468		61
	7437		6
	2675		6
	2745		1
	228		6
	1591		9
	1892		67
	3504		3
	3293		78
	4336		6
	5222		6
	3789		222
	8327		2
	2250		68
	3251		84
	7256		95
	3376		6
	3424		6
	4999		3
	4132		5
	5287		49
	1075		2
	2648		2
	4021		53
	6512		62
	2350		3
	3225		4
	5690		54
	6519		112
	4233		2
	836		3
	7038		9
	1560		6
	3435		3
	3237		81
	753		98
	1238		75
	4501		70
	3712		1
	196		46
	615		3
	4015		5
	3263		123
	6423		105
	3746		2
	402		68
	2077		41
	3363		468
	5497		4
	3461		101
	1414		79
	3408		10
	6427		52
	4190		209
	3482		2
	3300		7
	6043		125
	3479		46
	2288		73
	2311		2
	509		2
	2320		24
	3614		2
	7100		332
	3006		4
	2198		1
	2460		92
	2903		49
	1662		101
	7698		2
	2865		86
	2885		228
	7943		3
	4824		3
	3564		1
	1787		78
	3834		3
	404		54
	1079		90
	174		108
	3613		2
	3624		2
	3298		28
	3136		2
	3724		102
	2581		4
	1991		94
	3575		104
	3160		6
	2272		110
	2669		1
	5368		5
	2903		51
	7264		4
	1565		65
	2433		1
	4064		3
	3220		2
	4726		5
	3987		59
	3738		1
	1522		63
	5127		103
	3111		6
	1645		1
	3119		43
	3606		2
	2737		78
	3203		86
	2764		5
	5199		110
	5857		19
	2699		65
	5028		1
	2616		94
	2491		2
	3773		59
	1537		2
	3522		64
	6986		2
	3326		56
	1764		39
	4223		99
	3495		6
	6200		1
	8062		2
	5221		2
	3506		2
	2417		64
	3770		1
	3554		95
	448		76
	2857		1
	2868		74
	2864		36
	3315		2
	714		4
	3389		93
	3805		3
	2818		5
	3709		46
	4163		83
	3604		74
	3369		121
	3456		2
	720		291
	2986		65
	4897		7
	3787		2
	4573		3
	6350		6
	4315		86
	3503		58
	4204		6
	5752		74
	5413		51
	3101		104
	3539		91
	3831		88
	5978		6
	4072		2
	3588		50
	4695		1
	4087		11
	6211		459
	2775		261
	3528		95
	1775		5
	4280		28
	3601		115
	7203		243
	4315		3
	3144		5
	5570		56
	3630		2
	6277		53
	2633		3
	1308		108
	2296		2
	3681		5
	4443		6
	2713		6
	3531		53
	4772		75
	4452		169
	3166		54
	212		2
	2952		79
	1392		2
	5229		2
	2933		6
	3145		5
	2769		318
	3546		2
	4936		126
	3721		79
	3776		57
	6118		157
	5209		3
	2919		2
	5254		122
	9429		1
	1220		2
	3475		2
	1960		102
	2302		67
	4641		55
	3332		80
	2855		60
	5406		1
	4180		1
	3564		6
	3467		2
	737		76
	2406		242
	3093		5
	2870		59
	8518		95
	3484		49
	2753		51
	4604		2
	5639		119
	2336		61
	1682		2
	3301		93
	5628		2
	3647		44
	2475		9
	2358		59
	3909		1
	3712		3
	5169		970
	2533		7
	3905		2
	2018		4
	4709		1
	2531		67
	4643		143
	2385		85
	2032		52
	2377		2
	3284		3
	285		40
	5567		79
	3956		1
	4517		6
	2524		6
	8401		4
	8736		100
	2528		82
	2850		1
	1187		1
	1795		3
	3281		52
	5139		3
	389		2
	1073		101
	3826		2
	1750		77
	7002		157
	2254		2
	4178		1
	1704		2
	2322		47
	3437		109
	2618		2
	5258		166
	4696		86
	2871		6
	4013		81
	1965		3
	3013		65
	4665		241
	1795		5
	5804		6
	1766		6
	1804		2
	1953		1
	6138		2
	1693		99
	3753		3
	4581		91
	8325		108
	8181		3
